date,department,patient_count,admissions,discharges,beds_occupied,total_beds,staff_on_duty,avg_wait_time,rain_flag
2023-08-26,SURGERY,32,17,12,19,25,15,62.4,0
2023-08-27,ER,102,35,30,31,50,17,35.9,0
2023-08-27,ICU,17,11,7,12,20,20,24.4,0
2023-08-27,OPD,67,6,4,28,40,21,17.8,0
2023-08-27,SURGERY,29,15,13,15,25,18,53.2,0
2023-08-28,ER,109,38,29,32,50,18,33.3,0
2023-08-28,ICU,16,11,9,19,20,17,21.4,0
2023-08-28,OPD,82,8,6,24,40,19,19.2,0
2023-08-28,SURGERY,28,15,13,22,25,22,45.8,0
2023-08-29,ER,129,45,32,36,50,22,53.6,0
2023-08-29,ICU,24,16,14,19,20,20,30.2,0
2023-08-29,OPD,83,8,5,32,40,22,21.2,0
2023-08-29,SURGERY,42,23,21,18,25,21,78.9,0
2023-08-30,ER,146,51,40,41,50,13,44.9,0
2023-08-30,ICU,26,18,15,15,20,15,28.8,0
2023-08-30,OPD,98,9,7,34,40,16,25.1,0
2023-08-30,SURGERY,29,15,13,16,25,22,49.7,0
2023-08-31,ER,182,63,46,50,50,23,58.4,1
2023-08-31,ICU,28,19,14,15,20,24,43.1,1
2023-08-31,OPD,112,11,9,30,40,28,27.0,1
2023-08-31,SURGERY,34,18,12,22,25,23,53.1,1
2023-09-01,ER,128,44,32,38,50,23,42.6,1
2023-09-01,ICU,31,21,19,19,20,19,42.2,1
2023-09-01,OPD,108,10,9,32,40,25,24.8,1
2023-09-01,SURGERY,35,19,15,23,25,26,54.6,1
2023-09-02,ER,102,35,32,32,50,21,35.3,1
2023-09-02,ICU,25,17,14,19,20,18,28.3,1
2023-09-02,OPD,61,6,4,37,40,25,15.6,1
2023-09-02,SURGERY,38,20,17,17,25,22,74.8,1
2023-09-03,ER,86,30,25,33,50,21,25.3,0
2023-09-03,ICU,21,14,13,14,20,17,25.6,0
2023-09-03,OPD,63,6,4,40,40,24,14.9,0
2023-09-03,SURGERY,29,15,13,17,25,17,55.7,0
2023-09-04,ER,149,52,37,40,50,17,48.8,1
2023-09-04,ICU,28,19,13,12,20,22,34.1,1
2023-09-04,OPD,104,10,7,31,40,15,29.9,1
2023-09-04,SURGERY,34,18,17,21,25,18,53.4,1
2023-09-05,ER,155,54,48,50,50,15,64.5,0
2023-09-05,ICU,23,16,14,16,20,25,25.4,0
2023-09-05,OPD,86,8,6,38,40,19,19.4,0
2023-09-05,SURGERY,29,15,11,21,25,19,54.6,0
2023-09-06,ER,86,30,22,30,50,22,26.5,0
2023-09-06,ICU,24,16,12,14,20,22,27.5,0
2023-09-06,OPD,122,12,9,34,40,14,27.2,0
2023-09-06,SURGERY,39,21,18,25,25,22,86.2,0
2023-09-07,ER,139,48,40,49,50,20,47.0,0
2023-09-07,ICU,24,16,11,14,20,22,32.4,0
2023-09-07,OPD,90,9,6,27,40,19,23.6,0
2023-09-07,SURGERY,37,20,14,17,25,23,75.9,0
2023-09-08,ER,115,40,32,50,50,13,43.4,0
2023-09-08,ICU,29,20,18,19,20,14,36.0,0
2023-09-08,OPD,99,9,7,37,40,19,20.8,0
2023-09-08,SURGERY,38,20,18,19,25,21,66.0,0
2023-09-09,ER,129,45,36,41,50,19,40.8,1
2023-09-09,ICU,21,14,11,16,20,16,24.1,1
2023-09-09,OPD,86,8,5,28,40,19,17.4,1
2023-09-09,SURGERY,33,18,16,20,25,21,72.1,1
2023-09-10,ER,113,39,34,30,50,23,46.1,1
2023-09-10,ICU,19,13,9,13,20,15,21.0,1
2023-09-10,OPD,79,7,5,39,40,18,17.0,1
2023-09-10,SURGERY,38,20,16,23,25,19,62.3,1
2023-09-11,ER,113,39,33,39,50,16,36.8,0
2023-09-11,ICU,19,13,12,16,20,20,22.4,0
2023-09-11,OPD,92,9,7,30,40,19,26.1,0
2023-09-11,SURGERY,35,19,15,23,25,18,56.0,0
2023-09-12,ER,143,50,35,47,50,18,45.3,0
2023-09-12,ICU,25,17,12,18,20,19,28.0,0
2023-09-12,OPD,86,8,5,37,40,20,24.7,0
2023-09-12,SURGERY,42,23,16,17,25,16,91.3,0
2023-09-13,ER,106,37,32,37,50,19,40.4,0
2023-09-13,ICU,21,14,12,16,20,16,27.0,0
2023-09-13,OPD,88,8,5,29,40,22,19.1,0
2023-09-13,SURGERY,26,14,12,23,25,23,44.1,0
2023-09-14,ER,136,47,34,37,50,18,47.1,0
2023-09-14,ICU,31,21,16,13,20,23,44.9,0
2023-09-14,OPD,90,9,6,31,40,12,20.1,0
2023-09-14,SURGERY,36,19,15,25,25,18,63.2,0
2023-09-15,ER,134,46,35,35,50,22,49.1,1
2023-09-15,ICU,26,18,14,17,20,21,31.0,1
2023-09-15,OPD,98,9,7,31,40,24,24.7,1
2023-09-15,SURGERY,38,20,18,15,25,20,68.7,1
2023-09-16,ER,131,45,32,40,50,24,38.5,0
2023-09-16,ICU,20,14,10,18,20,18,25.5,0
2023-09-16,OPD,52,5,3,33,40,27,14.7,0
2023-09-16,SURGERY,27,14,11,24,25,16,47.1,0
2023-09-17,ER,115,40,28,36,50,18,38.0,0
2023-09-17,ICU,23,16,14,12,20,16,25.6,0
2023-09-17,OPD,88,8,6,40,40,20,22.4,0
2023-09-17,SURGERY,20,11,9,19,25,22,42.5,0
2023-09-18,ER,122,42,35,42,50,14,40.8,0
2023-09-18,ICU,20,14,10,19,20,26,23.9,0
2023-09-18,OPD,86,8,5,29,40,16,24.5,0
2023-09-18,SURGERY,37,20,15,23,25,17,76.0,0
2023-09-19,ER,181,63,53,33,50,24,65.6,1
2023-09-19,ICU,28,19,14,14,20,19,34.3,1
2023-09-19,OPD,99,9,6,26,40,17,21.7,1
2023-09-19,SURGERY,41,22,20,24,25,18,83.4,1
2023-09-20,ER,122,42,29,35,50,28,43.5,0
2023-09-20,ICU,32,22,19,18,20,13,42.6,0
2023-09-20,OPD,68,6,5,40,40,24,14.0,0
2023-09-20,SURGERY,35,19,14,20,25,13,66.3,0
2023-09-21,ER,182,63,46,42,50,13,71.9,0
2023-09-21,ICU,25,17,12,16,20,24,38.4,0
2023-09-21,OPD,87,8,6,29,40,20,18.2,0
2023-09-21,SURGERY,33,18,15,20,25,19,65.2,0
2023-09-22,ER,157,54,48,43,50,26,56.9,1
2023-09-22,ICU,33,23,21,20,20,17,49.7,1
2023-09-22,OPD,73,7,6,40,40,17,19.5,1
2023-09-22,SURGERY,48,26,19,24,25,15,105.8,1
2023-09-23,ER,75,26,19,50,50,23,31.0,0
2023-09-23,ICU,17,11,10,16,20,17,20.2,0
2023-09-23,OPD,61,6,4,35,40,19,16.1,0
2023-09-23,SURGERY,29,15,10,25,25,21,55.3,0
2023-09-24,ER,87,30,26,38,50,26,27.6,1
2023-09-24,ICU,23,16,12,20,20,18,27.0,1
2023-09-24,OPD,104,10,9,31,40,17,21.5,1
2023-09-24,SURGERY,23,12,10,21,25,24,48.0,1
2023-09-25,ER,143,50,36,45,50,21,47.3,0
2023-09-25,ICU,22,15,14,20,20,16,32.8,0
2023-09-25,OPD,95,9,6,28,40,21,24.1,0
2023-09-25,SURGERY,35,19,14,23,25,15,70.2,0
2023-09-26,ER,126,44,35,41,50,19,41.2,0
2023-09-26,ICU,26,18,12,14,20,16,33.8,0
2023-09-26,OPD,114,11,9,37,40,16,27.0,0
2023-09-26,SURGERY,33,18,13,21,25,22,56.2,0
2023-09-27,ER,176,61,48,44,50,16,69.8,1
2023-09-27,ICU,23,16,12,14,20,17,31.7,1
2023-09-27,OPD,90,9,8,32,40,15,18.3,1
2023-09-27,SURGERY,42,23,20,21,25,18,88.4,1
2023-09-28,ER,171,59,43,39,50,19,51.8,0
2023-09-28,ICU,26,18,14,13,20,26,33.1,0
2023-09-28,OPD,85,8,6,40,40,26,21.3,0
2023-09-28,SURGERY,34,18,13,20,25,19,52.6,0
2023-09-29,ER,113,39,35,46,50,23,42.2,0
2023-09-29,ICU,27,18,15,15,20,26,37.7,0
2023-09-29,OPD,101,10,7,30,40,17,26.1,0
2023-09-29,SURGERY,32,17,13,19,25,20,53.0,0
2023-09-30,ER,95,33,23,39,50,26,30.6,0
2023-09-30,ICU,19,13,11,16,20,21,22.8,0
2023-09-30,OPD,61,6,4,33,40,22,17.4,0
2023-09-30,SURGERY,25,13,12,20,25,17,39.7,0
2023-10-01,ER,149,52,46,33,50,14,51.3,0
2023-10-01,ICU,17,11,8,16,20,20,25.5,0
2023-10-01,OPD,62,6,5,27,40,20,16.6,0
2023-10-01,SURGERY,22,12,11,16,25,19,46.3,0
2023-10-02,ER,155,54,45,50,50,19,64.2,0
2023-10-02,ICU,24,16,11,17,20,18,30.4,0
2023-10-02,OPD,81,8,6,35,40,16,18.4,0
2023-10-02,SURGERY,41,22,20,19,25,17,64.1,0
2023-10-03,ER,169,59,50,50,50,23,52.1,0
2023-10-03,ICU,22,15,12,17,20,15,29.7,0
2023-10-03,OPD,64,6,5,37,40,21,13.7,0
2023-10-03,SURGERY,40,22,20,19,25,20,81.9,0
2023-10-04,ER,125,43,39,50,50,15,36.8,0
2023-10-04,ICU,27,18,13,19,20,16,32.5,0
2023-10-04,OPD,63,6,5,39,40,18,16.5,0
2023-10-04,SURGERY,39,21,18,16,25,16,67.0,0
2023-10-05,ER,135,47,41,36,50,15,51.7,1
2023-10-05,ICU,31,21,17,14,20,16,48.3,1
2023-10-05,OPD,103,10,7,28,40,28,27.9,1
2023-10-05,SURGERY,35,19,17,24,25,25,62.2,1
2023-10-06,ER,131,45,39,30,50,20,53.1,0
2023-10-06,ICU,27,18,12,12,20,19,29.8,0
2023-10-06,OPD,91,9,7,28,40,18,24.1,0
2023-10-06,SURGERY,38,20,14,17,25,27,59.2,0
2023-10-07,ER,162,56,43,35,50,21,50.5,1
2023-10-07,ICU,15,10,7,19,20,18,23.3,1
2023-10-07,OPD,99,9,7,34,40,20,23.0,1
2023-10-07,SURGERY,30,16,13,15,25,18,63.2,1
2023-10-08,ER,86,30,25,39,50,22,29.0,0
2023-10-08,ICU,13,9,7,15,20,22,19.3,0
2023-10-08,OPD,64,6,5,26,40,20,18.3,0
2023-10-08,SURGERY,31,17,12,22,25,17,57.1,0
2023-10-09,ER,137,47,34,45,50,22,49.5,0
2023-10-09,ICU,30,21,19,18,20,15,41.5,0
2023-10-09,OPD,70,7,5,37,40,19,19.8,0
2023-10-09,SURGERY,34,18,16,15,25,18,58.4,0
2023-10-10,ER,134,46,41,50,50,16,49.3,1
2023-10-10,ICU,30,21,17,19,20,21,37.1,1
2023-10-10,OPD,115,11,10,40,40,21,25.2,1
2023-10-10,SURGERY,38,20,14,15,25,23,60.8,1
2023-10-11,ER,85,29,22,50,50,15,31.4,0
2023-10-11,ICU,25,17,14,19,20,24,37.6,0
2023-10-11,OPD,95,9,7,39,40,25,22.0,0
2023-10-11,SURGERY,37,20,18,16,25,17,71.1,0
2023-10-12,ER,165,57,40,46,50,20,61.4,0
2023-10-12,ICU,20,14,11,20,20,19,25.6,0
2023-10-12,OPD,99,9,7,36,40,21,27.7,0
2023-10-12,SURGERY,41,22,18,21,25,18,73.5,0
2023-10-13,ER,123,43,32,50,50,22,37.6,1
2023-10-13,ICU,29,20,15,15,20,20,33.3,1
2023-10-13,OPD,96,9,8,34,40,26,26.8,1
2023-10-13,SURGERY,39,21,15,20,25,20,86.6,1
2023-10-14,ER,112,39,35,50,50,19,36.6,0
2023-10-14,ICU,16,11,9,12,20,21,18.4,0
2023-10-14,OPD,58,5,4,33,40,23,14.1,0
2023-10-14,SURGERY,26,14,12,22,25,18,52.8,0
2023-10-15,ER,82,28,21,47,50,19,30.2,0
2023-10-15,ICU,14,9,7,17,20,18,21.5,0
2023-10-15,OPD,76,7,6,40,40,23,20.7,0
2023-10-15,SURGERY,20,11,8,25,25,24,42.8,0
2023-10-16,ER,174,60,56,31,50,26,62.5,1
2023-10-16,ICU,30,21,17,15,20,16,37.1,1
2023-10-16,OPD,80,8,5,24,40,18,21.0,1
2023-10-16,SURGERY,36,19,15,18,25,22,66.4,1
2023-10-17,ER,165,57,53,42,50,16,53.8,0
2023-10-17,ICU,21,14,10,20,20,16,24.2,0
2023-10-17,OPD,83,8,7,39,40,18,20.5,0
2023-10-17,SURGERY,37,20,18,16,25,26,72.2,0
2023-10-18,ER,156,54,42,32,50,21,56.5,0
2023-10-18,ICU,24,16,11,17,20,17,27.3,0
2023-10-18,OPD,81,8,7,33,40,25,20.3,0
2023-10-18,SURGERY,42,23,17,17,25,14,69.7,0
2023-10-19,ER,176,61,54,50,50,22,65.9,0
2023-10-19,ICU,28,19,15,20,20,24,36.0,0
2023-10-19,OPD,91,9,7,31,40,23,25.1,0
2023-10-19,SURGERY,30,16,14,25,25,18,62.3,0
2023-10-20,ER,122,42,33,38,50,24,46.7,0
2023-10-20,ICU,26,18,14,18,20,18,36.8,0
2023-10-20,OPD,95,9,7,32,40,19,23.7,0
2023-10-20,SURGERY,42,23,18,16,25,18,66.6,0
2023-10-21,ER,118,41,34,50,50,24,44.1,0
2023-10-21,ICU,13,9,8,16,20,21,17.0,0
2023-10-21,OPD,81,8,6,37,40,26,19.6,0
2023-10-21,SURGERY,21,11,9,19,25,23,37.9,0
2023-10-22,ER,96,33,28,30,50,23,39.2,0
2023-10-22,ICU,19,13,9,12,20,25,22.8,0
2023-10-22,OPD,94,9,6,32,40,22,21.4,0
2023-10-22,SURGERY,42,23,21,22,25,21,92.5,0
2023-10-23,ER,152,53,46,37,50,23,59.8,0
2023-10-23,ICU,24,16,13,18,20,15,26.1,0
2023-10-23,OPD,97,9,7,36,40,16,27.2,0
2023-10-23,SURGERY,39,21,14,22,25,20,66.2,0
2023-10-24,ER,133,46,39,41,50,18,50.5,0
2023-10-24,ICU,31,21,17,20,20,21,41.7,0
2023-10-24,OPD,93,9,7,32,40,14,23.0,0
2023-10-24,SURGERY,37,20,15,20,25,12,75.3,0
2023-10-25,ER,153,53,38,34,50,20,48.3,0
2023-10-25,ICU,26,18,13,14,20,25,30.1,0
2023-10-25,OPD,101,10,9,24,40,16,26.1,0
2023-10-25,SURGERY,31,17,13,22,25,24,54.0,0
2023-10-26,ER,128,44,35,35,50,25,53.1,0
2023-10-26,ICU,20,14,9,14,20,24,25.9,0
2023-10-26,OPD,95,9,6,37,40,19,19.9,0
2023-10-26,SURGERY,39,21,18,18,25,17,78.5,0
2023-10-27,ER,170,59,49,35,50,19,55.9,1
2023-10-27,ICU,35,24,19,13,20,23,40.3,1
2023-10-27,OPD,103,10,7,37,40,20,24.5,1
2023-10-27,SURGERY,43,23,20,16,25,21,94.8,1
2023-10-28,ER,82,28,20,40,50,22,28.1,0
2023-10-28,ICU,17,11,8,16,20,17,21.2,0
2023-10-28,OPD,76,7,5,36,40,16,18.2,0
2023-10-28,SURGERY,30,16,12,22,25,25,46.5,0
2023-10-29,ER,114,39,29,48,50,17,34.9,1
2023-10-29,ICU,21,14,12,12,20,24,31.2,1
2023-10-29,OPD,57,5,4,29,40,21,16.4,1
2023-10-29,SURGERY,28,15,13,18,25,21,46.2,1
2023-10-30,ER,179,62,49,33,50,23,64.1,1
2023-10-30,ICU,30,21,15,14,20,19,46.3,1
2023-10-30,OPD,110,11,8,29,40,25,23.5,1
2023-10-30,SURGERY,40,22,20,20,25,19,66.8,1
2023-10-31,ER,161,56,47,44,50,26,65.8,1
2023-10-31,ICU,26,18,15,15,20,19,36.9,1
2023-10-31,OPD,112,11,7,36,40,24,23.9,1
2023-10-31,SURGERY,42,23,19,18,25,21,76.1,1
2023-11-01,ER,150,52,36,36,50,14,44.5,0
2023-11-01,ICU,23,16,13,16,20,22,29.6,0
2023-11-01,OPD,60,6,5,24,40,16,16.1,0
2023-11-01,SURGERY,40,22,20,15,25,20,76.9,0
2023-11-02,ER,129,45,37,39,50,14,48.1,0
2023-11-02,ICU,21,14,11,20,20,23,26.0,0
2023-11-02,OPD,99,9,8,36,40,24,21.2,0
2023-11-02,SURGERY,32,17,14,15,25,18,49.7,0
2023-11-03,ER,162,56,40,49,50,16,64.0,0
2023-11-03,ICU,27,18,14,18,20,16,37.4,0
2023-11-03,OPD,99,9,6,34,40,25,21.8,0
2023-11-03,SURGERY,27,14,11,24,25,22,49.4,0
2023-11-04,ER,146,51,41,39,50,25,57.3,1
2023-11-04,ICU,22,15,12,13,20,16,29.4,1
2023-11-04,OPD,72,7,5,33,40,16,16.3,1
2023-11-04,SURGERY,30,16,11,21,25,23,51.8,1
2023-11-05,ER,67,23,18,42,50,26,21.3,0
2023-11-05,ICU,20,14,12,17,20,21,29.5,0
2023-11-05,OPD,53,5,4,40,40,20,13.3,0
2023-11-05,SURGERY,19,10,7,25,25,26,38.6,0
2023-11-06,ER,108,37,34,49,50,21,43.2,0
2023-11-06,ICU,29,20,18,19,20,16,45.1,0
2023-11-06,OPD,81,8,6,40,40,18,18.0,0
2023-11-06,SURGERY,43,23,16,16,25,16,71.7,0
2023-11-07,ER,128,44,38,35,50,16,44.6,0
2023-11-07,ICU,18,12,10,16,20,17,19.7,0
2023-11-07,OPD,74,7,6,39,40,24,20.0,0
2023-11-07,SURGERY,41,22,20,20,25,24,88.1,0
2023-11-08,ER,136,47,39,46,50,20,51.3,0
2023-11-08,ICU,22,15,12,13,20,15,26.6,0
2023-11-08,OPD,92,9,6,28,40,21,19.4,0
2023-11-08,SURGERY,37,20,15,23,25,15,66.8,0
2023-11-09,ER,163,57,46,33,50,27,64.6,0
2023-11-09,ICU,30,21,17,15,20,27,37.4,0
2023-11-09,OPD,85,8,6,28,40,28,17.3,0
2023-11-09,SURGERY,28,15,13,18,25,17,48.5,0
2023-11-10,ER,131,45,34,45,50,28,54.6,0
2023-11-10,ICU,25,17,14,15,20,18,35.1,0
2023-11-10,OPD,76,7,5,33,40,23,21.3,0
2023-11-10,SURGERY,29,15,12,16,25,13,60.2,0
2023-11-11,ER,112,39,34,48,50,23,40.2,0
2023-11-11,ICU,18,12,10,15,20,20,20.7,0
2023-11-11,OPD,67,6,5,35,40,24,15.5,0
2023-11-11,SURGERY,22,12,9,23,25,16,42.7,0
2023-11-12,ER,115,40,32,34,50,22,46.1,1
2023-11-12,ICU,18,12,9,19,20,20,21.8,1
2023-11-12,OPD,89,8,6,35,40,21,18.8,1
2023-11-12,SURGERY,35,19,17,19,25,18,67.4,1
2023-11-13,ER,122,42,36,34,50,24,38.1,1
2023-11-13,ICU,25,17,15,20,20,15,34.3,1
2023-11-13,OPD,83,8,6,37,40,24,18.5,1
2023-11-13,SURGERY,36,19,17,17,25,20,61.2,1
2023-11-14,ER,138,48,34,37,50,23,47.0,0
2023-11-14,ICU,19,13,11,19,20,22,25.9,0
2023-11-14,OPD,77,7,5,36,40,17,19.1,0
2023-11-14,SURGERY,29,15,11,23,25,16,49.6,0
2023-11-15,ER,165,57,47,39,50,16,66.6,1
2023-11-15,ICU,29,20,18,18,20,24,32.8,1
2023-11-15,OPD,93,9,6,30,40,23,18.9,1
2023-11-15,SURGERY,41,22,17,17,25,24,80.2,1
2023-11-16,ER,128,44,40,44,50,19,39.1,0
2023-11-16,ICU,23,16,12,20,20,23,30.4,0
2023-11-16,OPD,112,11,8,29,40,14,31.9,0
2023-11-16,SURGERY,42,23,18,20,25,18,84.9,0
2023-11-17,ER,112,39,31,45,50,14,41.3,0
2023-11-17,ICU,28,19,17,16,20,23,38.0,0
2023-11-17,OPD,100,10,8,39,40,14,21.6,0
2023-11-17,SURGERY,28,15,12,23,25,21,51.5,0
2023-11-18,ER,122,42,39,31,50,20,40.7,0
2023-11-18,ICU,24,16,13,20,20,21,36.9,0
2023-11-18,OPD,52,5,3,37,40,15,11.5,0
2023-11-18,SURGERY,21,11,8,24,25,17,39.2,0
2023-11-19,ER,126,44,35,44,50,20,51.6,0
2023-11-19,ICU,19,13,9,19,20,18,27.7,0
2023-11-19,OPD,74,7,6,26,40,26,21.1,0
2023-11-19,SURGERY,28,15,13,18,25,21,54.9,0
2023-11-20,ER,148,51,39,49,50,17,49.2,0
2023-11-20,ICU,20,14,11,13,20,13,29.5,0
2023-11-20,OPD,104,10,8,25,40,21,23.5,0
2023-11-20,SURGERY,41,22,20,23,25,24,67.9,0
2023-11-21,ER,135,47,43,48,50,23,51.3,0
2023-11-21,ICU,24,16,13,13,20,20,33.3,0
2023-11-21,OPD,69,6,5,39,40,20,19.2,0
2023-11-21,SURGERY,37,20,16,22,25,15,81.5,0
2023-11-22,ER,152,53,44,41,50,20,60.7,0
2023-11-22,ICU,24,16,11,19,20,20,26.6,0
2023-11-22,OPD,105,10,7,31,40,15,27.2,0
2023-11-22,SURGERY,33,18,14,17,25,19,68.7,0
2023-11-23,ER,151,52,39,36,50,26,62.7,0
2023-11-23,ICU,21,14,9,16,20,23,26.5,0
2023-11-23,OPD,89,8,7,33,40,20,19.1,0
2023-11-23,SURGERY,34,18,12,24,25,15,72.3,0
2023-11-24,ER,144,50,42,47,50,18,47.5,0
2023-11-24,ICU,23,16,13,17,20,20,31.4,0
2023-11-24,OPD,88,8,7,38,40,27,20.6,0
2023-11-24,SURGERY,39,21,17,17,25,22,70.9,0
2023-11-25,ER,95,33,23,31,50,25,36.4,0
2023-11-25,ICU,12,8,6,19,20,15,15.0,0
2023-11-25,OPD,91,9,8,25,40,13,23.8,0
2023-11-25,SURGERY,33,18,17,17,25,20,51.2,0
2023-11-26,ER,77,26,20,45,50,22,25.5,0
2023-11-26,ICU,21,14,10,15,20,19,25.9,0
2023-11-26,OPD,60,6,5,39,40,22,16.0,0
2023-11-26,SURGERY,27,14,10,18,25,15,47.5,0
2023-11-27,ER,146,51,43,30,50,18,54.1,0
2023-11-27,ICU,24,16,12,14,20,17,33.9,0
2023-11-27,OPD,79,7,4,34,40,23,20.4,0
2023-11-27,SURGERY,31,17,13,19,25,23,60.7,0
2023-11-28,ER,120,42,32,42,50,18,41.1,0
2023-11-28,ICU,21,14,12,19,20,19,26.4,0
2023-11-28,OPD,89,8,7,40,40,19,22.3,0
2023-11-28,SURGERY,31,17,13,17,25,16,49.2,0
2023-11-29,ER,154,53,47,40,50,14,61.9,0
2023-11-29,ICU,30,21,14,16,20,27,44.3,0
2023-11-29,OPD,82,8,6,40,40,15,18.9,0
2023-11-29,SURGERY,36,19,13,25,25,16,69.5,0
2023-11-30,ER,150,52,48,35,50,17,61.4,0
2023-11-30,ICU,26,18,16,18,20,21,31.5,0
2023-11-30,OPD,91,9,7,30,40,21,24.2,0
2023-11-30,SURGERY,38,20,18,15,25,14,60.8,0
2023-12-01,ER,150,52,44,30,50,17,53.5,0
2023-12-01,ICU,20,14,13,16,20,26,30.1,0
2023-12-01,OPD,101,10,8,32,40,20,25.2,0
2023-12-01,SURGERY,39,21,19,15,25,17,76.7,0
2023-12-02,ER,104,36,29,45,50,21,42.2,1
2023-12-02,ICU,21,14,10,14,20,19,29.9,1
2023-12-02,OPD,86,8,6,34,40,16,22.5,1
2023-12-02,SURGERY,29,15,10,18,25,20,56.4,1
2023-12-03,ER,143,50,42,33,50,23,53.0,1
2023-12-03,ICU,30,21,17,15,20,21,44.0,1
2023-12-03,OPD,67,6,5,28,40,21,19.2,1
2023-12-03,SURGERY,22,12,8,21,25,19,45.9,1
2023-12-04,ER,146,51,38,34,50,19,55.5,0
2023-12-04,ICU,27,18,14,16,20,23,30.9,0
2023-12-04,OPD,86,8,7,26,40,17,23.4,0
2023-12-04,SURGERY,42,23,18,22,25,15,86.0,0
2023-12-05,ER,111,38,30,46,50,20,43.1,0
2023-12-05,ICU,27,18,15,12,20,17,32.2,0
2023-12-05,OPD,81,8,6,32,40,19,22.7,0
2023-12-05,SURGERY,44,24,18,15,25,17,70.8,0
2023-12-06,ER,181,63,50,43,50,23,58.3,0
2023-12-06,ICU,22,15,11,14,20,23,30.8,0
2023-12-06,OPD,82,8,7,33,40,15,21.3,0
2023-12-06,SURGERY,39,21,15,20,25,23,68.6,0
2023-12-07,ER,152,53,42,50,50,24,57.7,1
2023-12-07,ICU,28,19,13,16,20,18,35.5,1
2023-12-07,OPD,103,10,7,34,40,20,20.6,1
2023-12-07,SURGERY,30,16,14,19,25,24,49.6,1
2023-12-08,ER,160,56,42,50,50,17,64.4,1
2023-12-08,ICU,26,18,12,18,20,28,30.9,1
2023-12-08,OPD,96,9,7,29,40,17,20.2,1
2023-12-08,SURGERY,47,25,17,24,25,17,94.5,1
2023-12-09,ER,94,32,23,39,50,18,32.5,1
2023-12-09,ICU,24,16,14,19,20,16,35.1,1
2023-12-09,OPD,73,7,6,38,40,27,20.2,1
2023-12-09,SURGERY,28,15,13,17,25,26,59.4,1
2023-12-10,ER,121,42,38,45,50,14,39.9,0
2023-12-10,ICU,20,14,12,14,20,15,26.5,0
2023-12-10,OPD,75,7,4,29,40,21,19.3,0
2023-12-10,SURGERY,31,17,15,18,25,16,54.7,0
2023-12-11,ER,133,46,41,46,50,18,39.2,0
2023-12-11,ICU,22,15,13,14,20,17,29.0,0
2023-12-11,OPD,75,7,5,24,40,15,15.1,0
2023-12-11,SURGERY,30,16,12,23,25,20,65.8,0
2023-12-12,ER,201,70,63,33,50,15,78.7,0
2023-12-12,ICU,29,20,17,12,20,24,34.0,0
2023-12-12,OPD,71,7,6,28,40,22,16.0,0
2023-12-12,SURGERY,28,15,11,19,25,24,62.1,0
2023-12-13,ER,150,52,39,40,50,18,50.6,0
2023-12-13,ICU,27,18,13,12,20,18,39.3,0
2023-12-13,OPD,97,9,8,40,40,23,23.3,0
2023-12-13,SURGERY,33,18,13,23,25,20,70.5,0
2023-12-14,ER,158,55,39,37,50,15,60.0,1
2023-12-14,ICU,29,20,18,14,20,21,31.6,1
2023-12-14,OPD,104,10,7,32,40,22,23.5,1
2023-12-14,SURGERY,28,15,13,22,25,26,53.9,1
2023-12-15,ER,135,47,37,33,50,18,55.1,0
2023-12-15,ICU,21,14,12,13,20,24,23.7,0
2023-12-15,OPD,92,9,7,39,40,20,23.3,0
2023-12-15,SURGERY,50,27,24,17,25,12,87.5,0
2023-12-16,ER,112,39,36,38,50,24,45.2,0
2023-12-16,ICU,17,11,7,19,20,25,24.6,0
2023-12-16,OPD,79,7,5,35,40,16,18.4,0
2023-12-16,SURGERY,28,15,11,18,25,26,46.4,0
2023-12-17,ER,129,45,39,45,50,13,37.5,1
2023-12-17,ICU,23,16,14,12,20,16,31.7,1
2023-12-17,OPD,105,10,8,37,40,21,24.8,1
2023-12-17,SURGERY,24,13,11,20,25,23,42.2,1
2023-12-18,ER,149,52,38,48,50,13,62.0,0
2023-12-18,ICU,21,14,12,20,20,22,27.4,0
2023-12-18,OPD,97,9,8,40,40,13,25.9,0
2023-12-18,SURGERY,30,16,12,25,25,19,49.9,0
2023-12-19,ER,131,45,37,41,50,22,38.1,0
2023-12-19,ICU,23,16,11,15,20,21,29.4,0
2023-12-19,OPD,103,10,8,32,40,19,26.7,0
2023-12-19,SURGERY,39,21,17,22,25,20,73.7,0
2023-12-20,ER,113,39,28,49,50,25,45.6,0
2023-12-20,ICU,25,17,13,13,20,16,32.2,0
2023-12-20,OPD,80,8,6,40,40,13,18.2,0
2023-12-20,SURGERY,28,15,12,24,25,17,60.8,0
2023-12-21,ER,135,47,39,50,50,24,46.1,0
2023-12-21,ICU,23,16,11,19,20,20,27.8,0
2023-12-21,OPD,122,12,10,29,40,26,25.5,0
2023-12-21,SURGERY,37,20,17,16,25,23,77.2,0
2023-12-22,ER,111,38,30,32,50,24,43.9,0
2023-12-22,ICU,22,15,10,14,20,21,24.1,0
2023-12-22,OPD,103,10,8,35,40,20,23.9,0
2023-12-22,SURGERY,45,24,22,24,25,20,92.6,0
2023-12-23,ER,87,30,22,50,50,23,35.8,1
2023-12-23,ICU,14,9,7,17,20,21,17.7,1
2023-12-23,OPD,102,10,7,24,40,21,28.3,1
