policy_id,policy_start_date,vehicle_type,policy_type,region,vehicle_age,driver_age,base_premium,discount_pct,final_premium,expected_claim_cost,policy_year,underwriting_margin
POL11462,1/9/2024,Hatchback,Comprehensive,South,1,34,10800,0,10800,8519.759815,2024,2280.240185
POL11463,1/13/2023,Hatchback,Comprehensive,South,1,34,10800,0,10800,6257.703813,2023,4542.296187
POL11464,6/17/2023,Hatchback,Comprehensive,West,11,30,13800,0,13800,10329.42062,2023,3470.579383
POL11465,8/15/2024,Luxury,Third Party,South,4,56,19200,10,17280,10278.25487,2024,7001.745128
POL11466,5/12/2023,Hatchback,Comprehensive,North,3,25,11400,5,10830,5892.135638,2023,4937.864362
POL11467,6/17/2024,SUV,Third Party,North,6,58,14800,5,14060,9254.356594,2024,4805.643406
POL11468,9/20/2023,SUV,Third Party,North,9,23,17700,0,17700,11428.42077,2023,6271.579234
POL11469,6/12/2023,Hatchback,Third Party,South,6,36,9800,5,9310,6098.660908,2023,3211.339092
POL11470,8/27/2023,Hatchback,Third Party,East,13,25,11900,5,11305,5470.604421,2023,5834.395579
POL11471,9/10/2024,Luxury,Third Party,North,10,38,21000,15,17850,14140.15853,2024,3709.841468
POL11472,7/28/2023,Sedan,Comprehensive,East,13,21,18400,0,18400,8539.874531,2023,9860.125469
POL11473,11/13/2024,Sedan,Third Party,East,0,37,10000,0,10000,4971.873834,2024,5028.126166
POL11474,1/29/2023,SUV,Comprehensive,South,3,62,16400,5,15580,12252.73441,2023,3327.265593
POL11475,4/1/2023,Hatchback,Third Party,North,11,64,11300,0,11300,8989.718219,2023,2310.281781
POL11476,7/22/2024,SUV,Comprehensive,West,12,49,19100,10,17190,9752.80383,2024,7437.19617
POL11477,1/6/2024,Sedan,Comprehensive,North,6,23,16300,0,16300,7891.720335,2024,8408.279665
POL11478,3/30/2024,Hatchback,Comprehensive,South,11,25,13800,0,13800,5704.57768,2024,8095.42232
POL11479,9/9/2024,SUV,Third Party,North,2,47,13600,10,12240,8017.194139,2024,4222.805861
POL11480,3/7/2023,Hatchback,Comprehensive,West,13,62,14400,5,13680,8683.081475,2023,4996.918525
POL11481,8/13/2024,SUV,Comprehensive,West,4,50,16700,0,16700,8953.036881,2024,7746.963119
POL11482,2/14/2024,SUV,Comprehensive,East,14,21,21700,0,21700,9213.869792,2024,12486.13021
POL11483,11/14/2024,Sedan,Third Party,South,14,37,14200,0,14200,6569.757109,2024,7630.242891
POL11484,7/27/2024,Hatchback,Comprehensive,North,10,41,13500,0,13500,7674.133624,2024,5825.866376
POL11485,7/25/2024,Hatchback,Comprehensive,South,7,60,12600,5,11970,6923.195698,2024,5046.804302
POL11486,9/19/2023,SUV,Third Party,North,6,50,14800,5,14060,7553.681664,2023,6506.318336
POL11487,1/11/2024,Hatchback,Comprehensive,West,6,44,12300,0,12300,5136.010699,2024,7163.989301
POL11488,3/2/2023,Sedan,Comprehensive,West,2,59,13100,10,11790,8015.846872,2023,3774.153128
POL11489,12/10/2023,Sedan,Comprehensive,East,0,54,12500,10,11250,7595.543905,2023,3654.456095
POL11490,2/26/2024,Hatchback,Comprehensive,West,4,50,11700,0,11700,6503.596736,2024,5196.403264
POL11491,6/8/2024,Sedan,Comprehensive,East,13,42,16400,0,16400,13084.08891,2024,3315.911091
POL11492,3/5/2023,SUV,Third Party,East,12,43,16600,0,16600,11957.37504,2023,4642.624955
POL11493,12/17/2024,Sedan,Comprehensive,East,7,44,14600,5,13870,7332.583391,2024,6537.416609
POL11494,11/14/2024,Sedan,Third Party,East,7,55,12100,5,11495,7310.058546,2024,4184.941454
POL11495,2/22/2023,Sedan,Comprehensive,West,13,30,16400,5,15580,11976.5905,2023,3603.409499
POL11496,6/24/2023,Luxury,Third Party,South,2,22,20600,0,20600,11538.9301,2023,9061.069903
POL11497,2/5/2023,Hatchback,Third Party,South,0,34,8000,0,8000,4518.380766,2023,3481.619234
POL11498,4/14/2024,SUV,Comprehensive,North,2,33,16100,5,15295,8713.535212,2024,6581.464788
POL11499,8/16/2023,Sedan,Comprehensive,South,10,27,15500,5,14725,7808.416204,2023,6916.583796
POL11500,2/1/2024,Hatchback,Third Party,West,11,33,11300,15,9605,5618.370219,2024,3986.629781
POL11501,8/12/2023,Hatchback,Third Party,South,7,55,10100,0,10100,5629.145469,2023,4470.854531
POL11502,11/2/2023,SUV,Third Party,East,7,24,17100,10,15390,9430.920087,2023,5959.079913
POL11503,5/9/2024,SUV,Third Party,West,7,31,15100,15,12835,7712.099763,2024,5122.900237
POL11504,4/8/2024,Hatchback,Comprehensive,South,7,38,12600,0,12600,8304.256814,2024,4295.743186
POL11505,10/1/2024,Hatchback,Comprehensive,North,5,41,12000,10,10800,4637.871192,2024,6162.128808
POL11506,1/30/2024,SUV,Third Party,South,1,25,13300,0,13300,6186.716275,2024,7113.283725
POL11507,8/22/2024,Sedan,Comprehensive,West,11,56,15800,0,15800,11048.38257,2024,4751.61743
POL11508,3/23/2024,SUV,Comprehensive,South,6,63,17300,0,17300,9077.501316,2024,8222.498684
POL11509,5/6/2023,SUV,Comprehensive,West,11,51,18800,5,17860,9039.801373,2023,8820.198627
POL11510,10/25/2023,Hatchback,Comprehensive,East,12,61,14100,15,11985,6448.792145,2023,5536.207855
POL11511,10/3/2024,Sedan,Comprehensive,West,5,32,14000,0,14000,6046.072709,2024,7953.927291
POL11512,6/12/2024,Hatchback,Comprehensive,North,10,29,13500,15,11475,8938.920506,2024,2536.079494
POL11513,11/27/2023,Hatchback,Comprehensive,South,4,40,11700,0,11700,6911.600786,2023,4788.399214
POL11514,9/16/2024,Hatchback,Third Party,East,7,39,10100,5,9595,5812.282048,2024,3782.717952
POL11515,2/2/2024,Luxury,Third Party,East,3,37,18900,15,16065,6691.074579,2024,9373.925421
POL11516,4/19/2023,Hatchback,Third Party,North,3,47,8900,0,8900,3564.028051,2023,5335.971949
POL11517,10/10/2024,SUV,Comprehensive,West,12,29,19100,5,18145,11417.91724,2024,6727.082758
POL11518,1/1/2023,Luxury,Third Party,East,3,21,20900,10,18810,9028.867122,2023,9781.132878
POL11519,10/5/2024,Sedan,Third Party,North,9,55,12700,10,11430,7430.467133,2024,3999.532867
POL11520,12/8/2024,Hatchback,Third Party,West,13,38,11900,0,11900,8459.958225,2024,3440.041775
POL11521,4/16/2023,SUV,Comprehensive,North,2,46,16100,0,16100,8713.350596,2023,7386.649404
POL11522,8/30/2024,SUV,Comprehensive,South,14,39,19700,15,16745,12606.75272,2024,4138.247279
POL11523,3/17/2024,Sedan,Comprehensive,West,1,35,12800,10,11520,5357.109052,2024,6162.890948
POL11524,9/9/2024,Luxury,Third Party,North,0,36,18000,0,18000,12453.83732,2024,5546.162682
POL11525,2/1/2023,Luxury,Comprehensive,South,3,62,21400,10,19260,8593.040508,2023,10666.95949
POL11526,1/8/2024,SUV,Third Party,East,8,48,15400,5,14630,11545.37797,2024,3084.622033
POL11527,10/13/2024,Sedan,Comprehensive,South,4,34,13700,5,13015,6955.06142,2024,6059.93858
POL11528,9/22/2024,Hatchback,Comprehensive,North,8,26,12900,10,11610,7862.16101,2024,3747.83899
POL11529,5/3/2024,Sedan,Third Party,East,12,33,13600,0,13600,6996.166681,2024,6603.833319
POL11530,6/13/2024,SUV,Comprehensive,South,1,33,15800,5,15010,8515.921729,2024,6494.078271
POL11531,4/3/2024,SUV,Comprehensive,North,7,54,17600,5,16720,13137.83535,2024,3582.164651
POL11532,11/21/2024,SUV,Comprehensive,West,6,43,17300,0,17300,8306.427892,2024,8993.572108
POL11533,2/15/2024,SUV,Comprehensive,West,12,49,19100,5,18145,13288.83544,2024,4856.164562
POL11534,3/18/2023,SUV,Comprehensive,South,2,32,16100,5,15295,11730.34058,2023,3564.659421
POL11535,7/22/2024,Hatchback,Third Party,West,7,43,10100,15,8585,3766.933592,2024,4818.066408
POL11536,10/31/2024,Sedan,Comprehensive,South,11,37,15800,0,15800,12056.54989,2024,3743.450106
POL11537,10/31/2023,Hatchback,Comprehensive,West,0,47,10500,0,10500,6069.078472,2023,4430.921528
POL11538,9/14/2024,SUV,Comprehensive,West,11,53,18800,0,18800,9230.410871,2024,9569.589129
POL11539,5/31/2023,Luxury,Third Party,South,13,45,21900,5,20805,15599.63307,2023,5205.366935
POL11540,7/10/2024,SUV,Third Party,West,7,44,15100,5,14345,7398.30413,2024,6946.69587
POL11541,12/1/2023,Sedan,Third Party,South,11,22,15300,5,14535,11210.0088,2023,3324.991196
POL11542,6/28/2023,Sedan,Third Party,West,7,40,12100,0,12100,8340.43058,2023,3759.56942
POL11543,10/24/2023,Hatchback,Comprehensive,North,10,26,13500,10,12150,4860.900049,2023,7289.099951
POL11544,6/23/2024,Sedan,Comprehensive,East,1,25,12800,0,12800,8027.279929,2024,4772.720071
POL11545,2/28/2023,Luxury,Third Party,North,6,40,19800,5,18810,10456.6695,2023,8353.330495
POL11546,4/15/2024,Hatchback,Comprehensive,East,11,59,13800,15,11730,7545.736674,2024,4184.263326
POL11547,11/5/2024,Hatchback,Third Party,West,13,59,11900,5,11305,5992.251102,2024,5312.748898
POL11548,2/11/2023,Sedan,Comprehensive,North,0,34,12500,10,11250,8760.185618,2023,2489.814382
POL11549,4/29/2024,Hatchback,Comprehensive,West,3,57,11400,15,9690,6787.446718,2024,2902.553282
POL11550,8/17/2024,SUV,Third Party,North,2,64,13600,0,13600,9590.553475,2024,4009.446525
POL11551,1/22/2023,SUV,Comprehensive,East,1,31,15800,5,15010,8506.67503,2023,6503.32497
POL11552,7/21/2024,Hatchback,Third Party,South,9,46,10700,10,9630,7458.808442,2024,2171.191558
POL11553,3/19/2024,Hatchback,Comprehensive,East,8,33,12900,10,11610,7680.716924,2024,3929.283076
POL11554,2/10/2024,Hatchback,Comprehensive,East,1,53,10800,15,9180,4436.179907,2024,4743.820093
POL11555,8/3/2024,Hatchback,Comprehensive,West,5,37,12000,0,12000,5879.504668,2024,6120.495332
POL11556,12/12/2023,Sedan,Comprehensive,South,7,55,14600,0,14600,9593.636909,2023,5006.363091
POL11557,9/24/2024,SUV,Comprehensive,North,6,57,17300,5,16435,7474.104349,2024,8960.895651
POL11558,1/13/2024,Sedan,Comprehensive,South,2,37,13100,5,12445,8600.809394,2024,3844.190606
POL11559,7/2/2023,Sedan,Third Party,East,12,33,13600,0,13600,10212.91739,2023,3387.082608
POL11560,1/20/2023,Sedan,Comprehensive,East,12,57,16100,0,16100,6998.655625,2023,9101.344375
POL11561,5/12/2023,Luxury,Third Party,West,1,47,18300,5,17385,8756.755902,2023,8628.244098
POL11562,9/15/2023,Sedan,Comprehensive,East,7,35,14600,10,13140,7443.11907,2023,5696.88093
POL11563,3/22/2023,Sedan,Comprehensive,North,7,59,14600,0,14600,8012.449397,2023,6587.550603
POL11564,10/10/2023,SUV,Third Party,South,14,37,17200,0,17200,8729.215331,2023,8470.784669
POL11565,12/22/2024,Luxury,Comprehensive,North,6,40,22300,0,22300,11249.90553,2024,11050.09447
POL11566,4/15/2023,SUV,Comprehensive,South,0,39,15500,0,15500,6350.289606,2023,9149.710394
POL11567,9/24/2024,Hatchback,Third Party,South,5,52,9500,15,8075,3263.99913,2024,4811.00087
POL11568,5/28/2024,Hatchback,Comprehensive,West,10,33,13500,0,13500,9921.582831,2024,3578.417169
POL11569,2/25/2023,Sedan,Comprehensive,East,1,61,12800,0,12800,5751.325723,2023,7048.674277
POL11570,9/17/2023,Sedan,Comprehensive,South,7,51,14600,5,13870,5724.741319,2023,8145.258681
POL11571,3/13/2024,Luxury,Comprehensive,North,12,40,24100,10,21690,15477.33572,2024,6212.664278
POL11572,6/22/2024,SUV,Comprehensive,North,1,59,15800,0,15800,8090.967692,2024,7709.032308
POL11573,2/21/2023,Sedan,Comprehensive,West,11,36,15800,0,15800,7148.686044,2023,8651.313956
POL11574,9/2/2024,Sedan,Comprehensive,West,2,42,13100,15,11135,5013.478981,2024,6121.521019
POL11575,2/21/2023,Sedan,Comprehensive,West,5,45,14000,5,13300,6064.368959,2023,7235.631041
POL11576,4/1/2024,Sedan,Comprehensive,East,4,35,13700,10,12330,7040.143554,2024,5289.856446
POL11577,4/14/2023,Sedan,Comprehensive,West,6,30,14300,0,14300,7870.490683,2023,6429.509317
POL11578,8/20/2023,Hatchback,Third Party,East,3,51,8900,0,8900,4227.895119,2023,4672.104881
POL11579,1/3/2024,Sedan,Comprehensive,West,4,63,13700,10,12330,9793.999241,2024,2536.000759
POL11580,6/4/2023,Hatchback,Third Party,East,10,55,11000,0,11000,8144.887634,2023,2855.112366
POL11581,4/22/2023,Hatchback,Third Party,East,6,44,9800,5,9310,5605.463403,2023,3704.536597
POL11582,7/14/2024,Hatchback,Third Party,South,13,33,11900,15,10115,6879.06851,2024,3235.93149
POL11583,5/5/2023,Hatchback,Comprehensive,South,14,43,14700,0,14700,7281.132126,2023,7418.867874
POL11584,11/15/2024,SUV,Comprehensive,South,8,21,19900,0,19900,12040.22377,2024,7859.776235
POL11585,10/20/2023,Sedan,Comprehensive,East,5,64,14000,10,12600,6716.671852,2023,5883.328148
POL11586,3/6/2023,Hatchback,Third Party,South,12,51,11600,5,11020,5810.516324,2023,5209.483676
POL11587,9/19/2023,Sedan,Third Party,South,4,47,11200,15,9520,3883.78485,2023,5636.21515
POL11588,5/12/2024,Hatchback,Comprehensive,West,9,54,13200,15,11220,4540.801744,2024,6679.198256
POL11589,11/8/2023,SUV,Third Party,East,10,37,16000,5,15200,10215.06697,2023,4984.933034
POL11590,2/14/2023,Luxury,Comprehensive,East,11,57,23800,0,23800,12472.60154,2023,11327.39846
POL11591,3/21/2024,SUV,Comprehensive,East,4,25,16700,5,15865,6607.56972,2024,9257.43028
POL11592,4/19/2024,Sedan,Comprehensive,North,5,48,14000,5,13300,10624.156,2024,2675.844
POL11593,11/25/2024,Luxury,Comprehensive,North,0,45,20500,10,18450,8590.546798,2024,9859.453202
POL11594,10/31/2024,SUV,Third Party,East,5,31,14500,0,14500,9727.706197,2024,4772.293803
POL11595,3/25/2024,SUV,Comprehensive,North,11,48,18800,0,18800,13879.10978,2024,4920.890223
POL11596,10/12/2024,SUV,Third Party,South,9,22,17700,10,15930,6394.796114,2024,9535.203886
POL11597,11/3/2023,Hatchback,Comprehensive,South,11,32,13800,0,13800,10558.10958,2023,3241.890423
POL11598,7/13/2024,Hatchback,Comprehensive,East,7,54,12600,5,11970,5172.652917,2024,6797.347083
POL11599,2/2/2023,Hatchback,Comprehensive,North,13,34,14400,0,14400,10290.52187,2023,4109.478127
POL11600,3/19/2024,Hatchback,Comprehensive,West,8,35,12900,5,12255,6324.032283,2024,5930.967717
POL11601,10/14/2024,Hatchback,Comprehensive,East,11,45,13800,0,13800,7822.10898,2024,5977.89102
POL11602,8/18/2024,Hatchback,Comprehensive,South,13,61,14400,0,14400,9819.624016,2024,4580.375984
POL11603,5/11/2024,Sedan,Comprehensive,South,7,34,14600,5,13870,8495.989894,2024,5374.010106
POL11604,7/12/2023,SUV,Third Party,West,8,45,15400,0,15400,11002.88524,2023,4397.114758
POL11605,2/26/2024,Sedan,Comprehensive,West,2,59,13100,10,11790,6522.606607,2024,5267.393393
POL11606,3/19/2023,Sedan,Comprehensive,South,3,58,13400,10,12060,5424.613347,2023,6635.386653
POL11607,8/31/2024,Sedan,Third Party,West,2,63,10600,5,10070,4746.588159,2024,5323.411841
POL11608,6/6/2023,Hatchback,Comprehensive,South,0,55,10500,10,9450,4740.943394,2023,4709.056606
POL11609,11/13/2024,SUV,Third Party,South,4,41,14200,0,14200,8912.527648,2024,5287.472352
POL11610,1/5/2023,Sedan,Comprehensive,North,7,64,14600,0,14600,10193.73802,2023,4406.261982
POL11611,6/18/2023,Sedan,Comprehensive,West,7,53,14600,15,12410,7985.508471,2023,4424.491529
POL11612,8/29/2023,Luxury,Third Party,East,11,42,21300,0,21300,10025.96851,2023,11274.03149
POL11613,11/11/2024,SUV,Comprehensive,North,0,24,17500,15,14875,10862.7451,2024,4012.254896
POL11614,6/23/2024,Hatchback,Comprehensive,East,5,55,12000,0,12000,7102.902517,2024,4897.097483
POL11615,7/21/2023,Hatchback,Comprehensive,South,12,63,14100,10,12690,6986.548008,2023,5703.451992
POL11616,3/9/2023,Hatchback,Third Party,North,13,31,11900,15,10115,6716.22356,2023,3398.77644
POL11617,1/11/2024,Hatchback,Comprehensive,East,3,59,11400,10,10260,7925.066263,2024,2334.933737
POL11618,2/28/2023,SUV,Comprehensive,West,13,47,19400,0,19400,12520.97638,2023,6879.023619
POL11619,3/5/2024,Sedan,Comprehensive,South,11,43,15800,0,15800,11885.06552,2024,3914.934476
POL11620,9/23/2023,SUV,Comprehensive,North,5,49,17000,5,16150,7546.659871,2023,8603.340129
POL11621,7/10/2023,Sedan,Comprehensive,North,7,59,14600,5,13870,9409.600694,2023,4460.399306
POL11622,4/21/2023,Hatchback,Third Party,East,1,34,8300,5,7885,5844.404765,2023,2040.595235
POL11623,11/26/2024,SUV,Third Party,South,10,46,16000,0,16000,6720.120454,2024,9279.879546
POL11624,3/7/2024,Sedan,Third Party,East,6,49,11800,0,11800,5108.65501,2024,6691.34499
POL11625,7/5/2023,SUV,Comprehensive,North,9,38,18200,0,18200,7345.561236,2023,10854.43876
POL11626,12/24/2024,Sedan,Comprehensive,East,14,54,16700,5,15865,8237.372618,2024,7627.627382
POL11627,2/28/2023,SUV,Third Party,South,8,61,15400,0,15400,11065.20915,2023,4334.790854
POL11628,12/28/2024,SUV,Comprehensive,North,14,45,19700,5,18715,9933.754488,2024,8781.245512
POL11629,3/14/2023,SUV,Third Party,North,7,29,15100,5,14345,9982.951582,2023,4362.048418
POL11630,1/28/2023,Sedan,Comprehensive,South,3,31,13400,0,13400,9790.800068,2023,3609.199932
POL11631,4/9/2023,Sedan,Third Party,North,13,41,13900,0,13900,8751.164352,2023,5148.835648
POL11632,12/26/2023,Luxury,Third Party,West,5,41,19500,0,19500,8504.48477,2023,10995.51523
POL11633,3/16/2024,Sedan,Comprehensive,West,10,40,15500,0,15500,8188.335567,2024,7311.664433
POL11634,9/12/2023,Luxury,Comprehensive,South,2,39,21100,5,20045,12695.59081,2023,7349.409189
POL11635,2/27/2024,Hatchback,Third Party,South,1,53,8300,0,8300,6544.707568,2024,1755.292432
POL11636,5/28/2023,Hatchback,Third Party,East,5,42,9500,0,9500,6479.429957,2023,3020.570043
POL11637,1/28/2024,Sedan,Third Party,South,1,46,10300,10,9270,4808.53516,2024,4461.46484
POL11638,5/16/2023,Hatchback,Third Party,East,7,48,10100,15,8585,3871.395572,2023,4713.604428
POL11639,3/25/2023,Hatchback,Third Party,West,8,22,12400,5,11780,7208.299401,2023,4571.700599
POL11640,4/9/2024,Hatchback,Third Party,East,6,50,9800,10,8820,5735.987038,2024,3084.012962
POL11641,2/23/2024,Sedan,Comprehensive,North,10,42,15500,5,14725,9480.358665,2024,5244.641335
POL11642,9/15/2023,Hatchback,Comprehensive,South,1,29,10800,5,10260,7843.795247,2023,2416.204753
POL11643,2/1/2023,Hatchback,Comprehensive,South,5,34,12000,10,10800,6637.916179,2023,4162.083821
POL11644,7/28/2024,Hatchback,Comprehensive,North,10,48,13500,5,12825,9896.161728,2024,2928.838272
POL11645,7/1/2024,Luxury,Comprehensive,East,3,34,21400,0,21400,13822.43936,2024,7577.560641
POL11646,7/27/2023,Hatchback,Third Party,North,5,42,9500,0,9500,5657.178822,2023,3842.821178
POL11647,11/8/2023,Sedan,Comprehensive,North,4,22,15700,0,15700,12305.28066,2023,3394.719339
POL11648,4/15/2023,Luxury,Comprehensive,West,14,63,24700,5,23465,17779.92696,2023,5685.073043
POL11649,12/12/2024,Hatchback,Comprehensive,South,1,42,10800,10,9720,7183.784498,2024,2536.215502
POL11650,11/20/2024,Luxury,Third Party,East,10,30,21000,10,18900,11862.71027,2024,7037.289727
POL11651,12/23/2023,Sedan,Third Party,East,9,44,12700,0,12700,7949.277035,2023,4750.722965
POL11652,12/12/2023,SUV,Comprehensive,South,1,33,15800,0,15800,10437.41145,2023,5362.58855
POL11653,7/21/2023,Hatchback,Comprehensive,East,6,29,12300,0,12300,5926.600582,2023,6373.399418
POL11654,8/18/2024,Hatchback,Comprehensive,West,2,40,11100,5,10545,8228.106379,2024,2316.893621
POL11655,3/29/2024,Sedan,Comprehensive,East,7,42,14600,15,12410,5480.317823,2024,6929.682177
POL11656,9/1/2024,Sedan,Third Party,South,7,62,12100,0,12100,5927.251678,2024,6172.748322
POL11657,10/31/2023,SUV,Comprehensive,West,11,48,18800,0,18800,8520.149375,2023,10279.85063
POL11658,2/5/2023,Sedan,Third Party,East,13,25,13900,10,12510,6636.906568,2023,5873.093432
POL11659,5/2/2024,SUV,Third Party,North,5,45,14500,15,12325,5115.151424,2024,7209.848576
POL11660,7/25/2023,Luxury,Comprehensive,East,1,34,20800,0,20800,9109.324329,2023,11690.67567
POL11661,10/3/2023,SUV,Comprehensive,South,12,48,19100,10,17190,10482.11404,2023,6707.885964
POL11662,10/16/2023,Sedan,Third Party,North,1,43,10300,5,9785,5339.487499,2023,4445.512501
POL11663,10/12/2024,Hatchback,Comprehensive,North,13,47,14400,10,12960,6371.069569,2024,6588.930431
POL11664,11/8/2023,Sedan,Comprehensive,West,11,59,15800,0,15800,9577.944048,2023,6222.055952
POL11665,2/11/2023,Sedan,Comprehensive,North,0,37,12500,5,11875,5617.595189,2023,6257.404811
POL11666,6/14/2024,Hatchback,Comprehensive,West,4,61,11700,10,10530,5167.578615,2024,5362.421385
POL11667,10/20/2024,Hatchback,Comprehensive,North,8,26,12900,5,12255,7830.206273,2024,4424.793727
POL11668,8/28/2023,SUV,Comprehensive,West,2,50,16100,0,16100,10741.51263,2023,5358.487365
POL11669,7/8/2023,SUV,Comprehensive,South,13,51,19400,0,19400,11498.42524,2023,7901.574761
POL11670,1/9/2023,SUV,Comprehensive,South,9,29,18200,0,18200,12493.40922,2023,5706.590777
POL11671,6/6/2023,SUV,Third Party,North,7,31,15100,5,14345,6863.684323,2023,7481.315677
POL11672,5/2/2023,Sedan,Third Party,South,4,42,11200,0,11200,8230.835198,2023,2969.164802
POL11673,8/28/2023,Luxury,Comprehensive,East,1,51,20800,0,20800,11418.37354,2023,9381.626459
POL11674,2/26/2024,Sedan,Comprehensive,East,9,45,15200,0,15200,11145.9135,2024,4054.086502
POL11675,3/14/2024,Sedan,Comprehensive,North,4,28,13700,10,12330,8219.031007,2024,4110.968993
POL11676,5/30/2024,Hatchback,Comprehensive,South,8,36,12900,5,12255,7388.313698,2024,4866.686302
POL11677,6/18/2023,Luxury,Comprehensive,North,2,34,21100,0,21100,8945.34185,2023,12154.65815
POL11678,5/12/2024,Sedan,Comprehensive,East,6,34,14300,0,14300,10135.63656,2024,4164.363436
POL11679,12/26/2023,Sedan,Comprehensive,East,4,50,13700,0,13700,6205.171448,2023,7494.828552
POL11680,5/15/2023,SUV,Comprehensive,South,14,61,19700,10,17730,7832.922415,2023,9897.077585
POL11681,9/18/2023,Hatchback,Comprehensive,North,5,52,12000,5,11400,7098.865363,2023,4301.134637
POL11682,10/5/2023,Luxury,Third Party,North,7,37,20100,0,20100,14606.81129,2023,5493.188712
POL11683,7/29/2023,Hatchback,Comprehensive,South,7,36,12600,5,11970,8268.655123,2023,3701.344877
POL11684,5/25/2024,Sedan,Third Party,South,4,41,11200,0,11200,8214.257549,2024,2985.742451
POL11685,4/27/2024,Hatchback,Comprehensive,East,1,49,10800,5,10260,5766.761074,2024,4493.238926
POL11686,5/28/2023,Sedan,Comprehensive,East,7,24,16600,0,16600,11497.87675,2023,5102.123249
POL11687,5/20/2024,SUV,Third Party,South,2,44,13600,5,12920,5958.120614,2024,6961.879386
POL11688,11/26/2023,Hatchback,Third Party,North,2,44,8600,5,8170,5026.819207,2023,3143.180793
POL11689,6/29/2023,SUV,Comprehensive,North,8,64,17900,5,17005,13123.95392,2023,3881.046082
POL11690,3/14/2024,Hatchback,Comprehensive,West,8,38,12900,5,12255,7527.583661,2024,4727.416339
POL11691,6/5/2024,Sedan,Comprehensive,South,14,36,16700,15,14195,9530.70135,2024,4664.29865
POL11692,1/31/2023,Hatchback,Comprehensive,North,1,55,10800,15,9180,6628.00149,2023,2551.99851
POL11693,8/15/2023,SUV,Comprehensive,East,2,28,16100,5,15295,8692.71985,2023,6602.28015
POL11694,4/3/2023,Hatchback,Comprehensive,West,9,56,13200,0,13200,8565.825082,2023,4634.174918
POL11695,1/1/2024,Hatchback,Comprehensive,East,0,22,12500,5,11875,5026.135507,2024,6848.864493
POL11696,2/23/2024,Luxury,Comprehensive,East,11,48,23800,5,22610,10736.60443,2024,11873.39557
POL11697,11/27/2023,Luxury,Comprehensive,North,9,62,23200,5,22040,16335.6611,2023,5704.338902
POL11698,6/13/2024,Sedan,Comprehensive,South,14,31,16700,10,15030,7009.258083,2024,8020.741917
POL11699,11/28/2024,Luxury,Third Party,West,9,42,20700,0,20700,16117.54862,2024,4582.45138
POL11700,4/11/2024,Hatchback,Comprehensive,South,7,56,12600,5,11970,7513.976946,2024,4456.023054
POL11701,11/22/2023,SUV,Comprehensive,West,12,50,19100,5,18145,13834.45529,2023,4310.54471
POL11702,10/28/2024,Sedan,Third Party,South,4,47,11200,5,10640,5000.570234,2024,5639.429766
POL11703,9/8/2024,SUV,Comprehensive,East,14,57,19700,0,19700,12324.98918,2024,7375.010817
POL11704,7/30/2023,Luxury,Comprehensive,East,14,51,24700,5,23465,10705.52923,2023,12759.47077
POL11705,3/28/2023,SUV,Comprehensive,North,10,40,18500,0,18500,13890.97367,2023,4609.026328
POL11706,5/1/2024,SUV,Comprehensive,West,12,52,19100,10,17190,7089.57995,2024,10100.42005
POL11707,5/31/2023,SUV,Third Party,West,0,23,15000,5,14250,8928.859654,2023,5321.140346
POL11708,7/12/2023,Sedan,Third Party,East,2,64,10600,0,10600,4250.407447,2023,6349.592553
POL11709,9/12/2024,Sedan,Third Party,North,11,34,13300,5,12635,6340.884184,2024,6294.115816
POL11710,4/12/2024,Hatchback,Comprehensive,South,3,61,11400,0,11400,7811.408602,2024,3588.591398
POL11711,11/7/2024,Sedan,Comprehensive,West,0,38,12500,10,11250,6927.066922,2024,4322.933078
POL11712,7/29/2023,Hatchback,Comprehensive,South,3,53,11400,15,9690,4523.453944,2023,5166.546056
POL11713,5/25/2023,SUV,Third Party,South,12,42,16600,0,16600,10963.91693,2023,5636.083074
POL11714,5/12/2024,Hatchback,Third Party,South,1,47,8300,5,7885,4281.165176,2024,3603.834824
POL11715,3/3/2024,Sedan,Third Party,South,14,40,14200,0,14200,8791.569801,2024,5408.430199
POL11716,12/11/2024,Hatchback,Comprehensive,West,2,33,11100,0,11100,6688.289108,2024,4411.710892
POL11717,2/5/2023,Sedan,Comprehensive,East,11,43,15800,5,15010,11724.6343,2023,3285.365695
POL11718,12/16/2024,Hatchback,Third Party,East,14,44,12200,10,10980,8020.974106,2024,2959.025894
POL11719,12/2/2024,Hatchback,Comprehensive,West,3,44,11400,10,10260,5590.381621,2024,4669.618379
POL11720,6/1/2024,Hatchback,Comprehensive,East,2,48,11100,0,11100,7351.65122,2024,3748.34878
POL11721,12/2/2023,Sedan,Comprehensive,East,4,32,13700,5,13015,9769.607079,2023,3245.392921
POL11722,3/3/2024,Sedan,Comprehensive,North,4,56,13700,15,11645,6373.403176,2024,5271.596824
POL11723,6/16/2024,Sedan,Third Party,South,4,26,11200,5,10640,8095.661737,2024,2544.338263
POL11724,8/12/2024,SUV,Comprehensive,West,10,23,20500,15,17425,13522.6496,2024,3902.350404
POL11725,7/10/2023,Hatchback,Third Party,East,9,52,10700,15,9095,6428.391584,2023,2666.608416
POL11726,5/31/2023,Hatchback,Third Party,South,4,52,9200,0,9200,4268.663536,2023,4931.336464
