date,product_id,sales_qty,inventory_qty,purchase_qty,unit_price
2023-03-30,P003,15,101,13,132
2023-03-31,P003,15,86,39,132
2023-04-01,P003,19,379,30,132
2023-04-02,P003,22,357,9,132
2023-04-03,P003,19,338,17,132
2023-04-04,P003,24,314,34,132
2023-04-05,P003,17,297,14,132
2023-04-06,P003,16,281,27,132
2023-04-07,P003,19,262,15,132
2023-04-08,P003,11,251,16,132
2023-04-09,P003,17,234,17,132
2023-04-10,P003,18,216,20,132
2023-04-11,P003,15,201,13,132
2023-04-12,P003,16,185,14,132
2023-04-13,P003,8,177,33,132
2023-04-14,P003,14,163,13,132
2023-04-15,P003,27,136,37,132
2023-04-16,P003,15,121,28,132
2023-04-17,P003,22,99,39,132
2023-04-18,P003,14,85,15,132
2023-04-19,P003,15,499,17,132
2023-04-20,P003,18,481,27,132
2023-04-21,P003,13,468,29,132
2023-04-22,P003,19,449,20,132
2023-04-23,P003,11,438,25,132
2023-04-24,P003,19,419,14,132
2023-04-25,P003,21,398,23,132
2023-04-26,P003,13,385,39,132
2023-04-27,P003,16,369,32,132
2023-04-28,P003,19,350,6,132
2023-04-29,P003,18,332,34,132
2023-04-30,P003,21,311,9,132
2023-05-01,P003,22,289,19,132
2023-05-02,P003,21,268,7,132
2023-05-03,P003,15,253,28,132
2023-05-04,P003,19,234,16,132
2023-05-05,P003,17,217,12,132
2023-05-06,P003,20,197,18,132
2023-05-07,P003,20,177,22,132
2023-05-08,P003,16,161,24,132
2023-05-09,P003,25,136,27,132
2023-05-10,P003,18,118,9,132
2023-05-11,P003,15,103,5,132
2023-05-12,P003,16,87,6,132
2023-05-13,P003,18,518,20,132
2023-05-14,P003,18,500,9,132
2023-05-15,P003,19,481,26,132
2023-05-16,P003,19,462,5,132
2023-05-17,P003,17,445,16,132
2023-05-18,P003,17,428,23,132
2023-05-19,P003,14,414,26,132
2023-05-20,P003,14,400,21,132
2023-05-21,P003,15,385,17,132
2023-05-22,P003,12,373,32,132
2023-05-23,P003,19,354,7,132
2023-05-24,P003,14,340,9,132
2023-05-25,P003,13,327,19,132
2023-05-26,P003,17,310,21,132
2023-05-27,P003,21,289,33,132
2023-05-28,P003,20,269,8,132
2023-05-29,P003,15,254,36,132
2023-05-30,P003,20,234,8,132
2023-05-31,P003,21,213,17,132
2023-06-01,P003,21,192,24,132
2023-06-02,P003,17,175,22,132
2023-06-03,P003,17,158,16,132
2023-06-04,P003,14,144,29,132
2023-06-05,P003,20,124,34,132
2023-06-06,P003,15,109,19,132
2023-06-07,P003,16,93,12,132
2023-06-08,P003,14,483,32,132
2023-06-09,P003,16,467,26,132
2023-06-10,P003,13,454,20,132
2023-06-11,P003,18,436,9,132
2023-06-12,P003,21,415,38,132
2023-06-13,P003,18,397,15,132
2023-06-14,P003,13,384,6,132
2023-06-15,P003,14,370,29,132
2023-06-16,P003,26,344,29,132
2023-06-17,P003,19,325,5,132
2023-06-18,P003,22,303,35,132
2023-06-19,P003,16,287,9,132
2023-06-20,P003,20,267,8,132
2023-06-21,P003,17,250,9,132
2023-06-22,P003,19,231,9,132
2023-06-23,P003,19,212,20,132
2023-06-24,P003,13,199,22,132
2023-06-25,P003,13,186,21,132
2023-06-26,P003,13,173,39,132
2023-06-27,P003,19,154,22,132
2023-06-28,P003,9,145,8,132
2023-06-29,P003,22,123,35,132
2023-06-30,P003,15,108,35,132
2023-07-01,P003,7,101,13,132
2023-07-02,P003,20,299,35,132
2023-07-03,P003,23,276,9,132
2023-07-04,P003,11,265,20,132
2023-07-05,P003,8,257,20,132
2023-07-06,P003,18,239,24,132
2023-07-07,P003,18,221,34,132
2023-07-08,P003,15,206,30,132
2023-07-09,P003,13,193,35,132
2023-07-10,P003,25,168,19,132
2023-07-11,P003,20,148,24,132
2023-07-12,P003,14,134,39,132
2023-07-13,P003,19,115,27,132
2023-07-14,P003,16,99,29,132
2023-07-15,P003,23,353,26,132
2023-07-16,P003,14,339,12,132
2023-07-17,P003,26,313,13,132
2023-07-18,P003,13,300,19,132
2023-07-19,P003,16,284,24,132
2023-07-20,P003,18,266,39,132
2023-07-21,P003,13,253,7,132
2023-07-22,P003,17,236,38,132
2023-07-23,P003,15,221,38,132
2023-07-24,P003,13,208,39,132
2023-07-25,P003,18,190,13,132
2023-07-26,P003,15,175,34,132
2023-07-27,P003,17,158,30,132
2023-07-28,P003,11,147,16,132
2023-07-29,P003,17,130,28,132
2023-07-30,P003,22,108,23,132
2023-07-31,P003,16,92,20,132
2023-08-01,P003,17,514,30,132
2023-08-02,P003,22,492,27,132
2023-08-03,P003,18,474,37,132
2023-08-04,P003,17,457,34,132
2023-08-05,P003,20,437,27,132
2023-08-06,P003,13,424,14,132
2023-08-07,P003,11,413,35,132
2023-08-08,P003,17,396,26,132
2023-08-09,P003,13,383,6,132
2023-08-10,P003,15,368,27,132
2023-08-11,P003,12,356,39,132
2023-08-12,P003,14,342,36,132
2023-08-13,P003,18,324,16,132
2023-08-14,P003,20,304,39,132
2023-08-15,P003,15,289,7,132
2023-08-16,P003,13,276,38,132
2023-08-17,P003,17,259,28,132
2023-08-18,P003,14,245,21,132
2023-08-19,P003,20,225,5,132
2023-08-20,P003,24,201,12,132
2023-08-21,P003,18,183,19,132
2023-08-22,P003,18,165,29,132
2023-08-23,P003,23,142,12,132
2023-08-24,P003,19,123,36,132
2023-08-25,P003,17,106,17,132
2023-08-26,P003,14,92,19,132
2023-08-27,P003,17,531,10,132
2023-08-28,P003,12,519,37,132
2023-08-29,P003,14,505,11,132
2023-08-30,P003,20,485,37,132
2023-08-31,P003,17,468,33,132
2023-09-01,P003,11,457,36,132
2023-09-02,P003,21,436,7,132
2023-09-03,P003,12,424,24,132
2023-09-04,P003,11,413,18,132
2023-09-05,P003,13,400,32,132
2023-09-06,P003,21,379,8,132
2023-09-07,P003,10,369,19,132
2023-09-08,P003,20,349,21,132
2023-09-09,P003,21,328,28,132
2023-09-10,P003,13,315,12,132
2023-09-11,P003,15,300,7,132
2023-09-12,P003,21,279,34,132
2023-09-13,P003,13,266,26,132
2023-09-14,P003,22,244,37,132
2023-09-15,P003,22,222,29,132
2023-09-16,P003,10,212,34,132
2023-09-17,P003,19,193,7,132
2023-09-18,P003,19,174,8,132
2023-09-19,P003,13,161,33,132
2023-09-20,P003,14,147,36,132
2023-09-21,P003,13,134,27,132
2023-09-22,P003,18,116,23,132
2023-09-23,P003,21,95,19,132
2023-09-24,P003,16,365,20,132
2023-09-25,P003,25,340,27,132
2023-09-26,P003,15,325,5,132
2023-09-27,P003,22,303,23,132
2023-09-28,P003,16,287,39,132
2023-09-29,P003,23,264,34,132
2023-09-30,P003,13,251,21,132
2023-10-01,P003,15,236,30,132
2023-10-02,P003,19,217,17,132
2023-10-03,P003,24,193,26,132
2023-10-04,P003,14,179,27,132
2023-10-05,P003,20,159,37,132
2023-10-06,P003,21,138,31,132
2023-10-07,P003,11,127,39,132
2023-10-08,P003,13,114,16,132
2023-10-09,P003,18,96,13,132
2023-10-10,P003,18,564,38,132
2023-10-11,P003,16,548,18,132
2023-10-12,P003,14,534,7,132
2023-10-13,P003,21,513,25,132
2023-10-14,P003,15,498,11,132
2023-10-15,P003,18,480,37,132
2023-10-16,P003,14,466,39,132
2023-10-17,P003,19,447,15,132
2023-10-18,P003,12,435,36,132
2023-10-19,P003,18,417,26,132
2023-10-20,P003,17,400,23,132
2023-10-21,P003,16,384,15,132
2023-10-22,P003,16,368,17,132
2023-10-23,P003,16,352,32,132
2023-10-24,P003,11,341,19,132
2023-10-25,P003,14,327,17,132
2023-10-26,P003,16,311,37,132
2023-10-27,P003,19,292,12,132
2023-10-28,P003,17,275,36,132
2023-10-29,P003,12,263,8,132
2023-10-30,P003,14,249,22,132
2023-10-31,P003,17,232,27,132
2023-11-01,P003,14,218,33,132
2023-11-02,P003,20,198,6,132
2023-11-03,P003,21,177,17,132
2023-11-04,P003,18,159,20,132
2023-11-05,P003,21,138,12,132
2023-11-06,P003,16,122,23,132
2023-11-07,P003,17,105,36,132
2023-11-08,P003,17,88,7,132
2023-11-09,P003,19,273,36,132
2023-11-10,P003,20,253,25,132
2023-11-11,P003,16,237,29,132
2023-11-12,P003,14,223,21,132
2023-11-13,P003,20,203,29,132
2023-11-14,P003,15,188,37,132
2023-11-15,P003,16,172,35,132
2023-11-16,P003,11,161,27,132
2023-11-17,P003,20,141,29,132
2023-11-18,P003,16,125,34,132
2023-11-19,P003,17,108,17,132
2023-11-20,P003,18,90,33,132
2023-11-21,P003,8,350,20,132
2023-11-22,P003,20,330,31,132
2023-11-23,P003,13,317,30,132
2023-11-24,P003,15,302,15,132
2023-11-25,P003,19,283,7,132
2023-11-26,P003,13,270,30,132
2023-11-27,P003,15,255,38,132
2023-11-28,P003,21,234,37,132
2023-11-29,P003,26,208,19,132
2023-11-30,P003,19,189,6,132
2023-12-01,P003,15,174,32,132
2023-12-02,P003,22,152,24,132
2023-12-03,P003,10,142,20,132
2023-12-04,P003,20,122,8,132
2023-12-05,P003,24,98,12,132
2023-12-06,P003,15,402,24,132
2023-12-07,P003,14,388,30,132
2023-12-08,P003,25,363,36,132
2023-12-09,P003,20,343,17,132
2023-12-10,P003,13,330,9,132
2023-12-11,P003,21,309,17,132
2023-12-12,P003,18,291,15,132
2023-12-13,P003,14,277,36,132
2023-12-14,P003,27,250,22,132
2023-12-15,P003,11,239,33,132
2023-12-16,P003,10,229,19,132
2023-12-17,P003,13,216,24,132
2023-12-18,P003,22,194,9,132
2023-12-19,P003,24,170,37,132
2023-12-20,P003,16,154,22,132
2023-12-21,P003,9,145,23,132
2023-12-22,P003,19,126,36,132
2023-12-23,P003,16,110,26,132
2023-12-24,P003,14,96,5,132
2023-12-25,P003,14,292,29,132
2023-12-26,P003,12,280,24,132
2023-12-27,P003,14,266,39,132
2023-12-28,P003,13,253,10,132
2023-12-29,P003,15,238,10,132
2023-12-30,P003,11,227,7,132
2023-12-31,P003,14,213,35,132
2024-01-01,P003,20,193,39,132
2024-01-02,P003,16,177,19,132
2024-01-03,P003,12,165,21,132
2024-01-04,P003,12,153,19,132
2024-01-05,P003,10,143,9,132
2024-01-06,P003,15,128,26,132
2024-01-07,P003,15,113,15,132
2024-01-08,P003,18,95,32,132
2024-01-09,P003,22,398,18,132
2024-01-10,P003,19,379,7,132
2024-01-11,P003,22,357,15,132
2024-01-12,P003,23,334,34,132
2024-01-13,P003,14,320,9,132
2024-01-14,P003,16,304,26,132
2024-01-15,P003,17,287,17,132
2024-01-16,P003,22,265,25,132
2024-01-17,P003,15,250,29,132
2024-01-18,P003,15,235,25,132
2024-01-19,P003,16,219,32,132
2024-01-20,P003,20,199,8,132
2024-01-21,P003,20,179,33,132
2024-01-22,P003,11,168,39,132
2024-01-23,P003,18,150,27,132
2024-01-24,P003,11,139,11,132
2024-01-25,P003,17,122,13,132
2024-01-26,P003,29,93,27,132
2024-01-27,P003,16,534,7,132
2024-01-28,P003,14,520,13,132
2024-01-29,P003,21,499,8,132
2024-01-30,P003,18,481,29,132
2024-01-31,P003,21,460,10,132
2024-02-01,P003,22,438,22,132
2024-02-02,P003,13,425,11,132
2024-02-03,P003,14,411,39,132
2024-02-04,P003,15,396,35,132
2024-02-05,P003,19,377,36,132
2024-02-06,P003,19,358,39,132
2024-02-07,P003,19,339,32,132
2024-02-08,P003,19,320,9,132
2024-02-09,P003,19,301,34,132
2024-02-10,P003,16,285,26,132
2024-02-11,P003,20,265,21,132
2024-02-12,P003,15,250,14,132
2024-02-13,P003,19,231,11,132
2024-02-14,P003,15,216,8,132
2024-02-15,P003,17,199,31,132
2024-02-16,P003,17,182,11,132
2024-02-17,P003,19,163,27,132
2024-02-18,P003,12,151,15,132
2024-02-19,P003,16,135,12,132
2024-02-20,P003,23,112,12,132
2024-02-21,P003,22,90,9,132
2024-02-22,P003,11,440,11,132
2024-02-23,P003,15,425,26,132
2024-02-24,P003,12,413,6,132
2024-02-25,P003,13,400,28,132
2024-02-26,P003,17,383,6,132
2024-02-27,P003,15,368,16,132
2024-02-28,P003,20,348,30,132
2024-02-29,P003,22,326,10,132
2024-03-01,P003,11,315,27,132
2024-03-02,P003,16,299,6,132
2024-03-03,P003,10,289,30,132
2024-03-04,P003,18,271,18,132
2024-03-05,P003,17,254,22,132
2024-03-06,P003,12,242,36,132
2024-03-07,P003,15,227,18,132
2024-03-08,P003,14,213,34,132
2024-03-09,P003,20,193,17,132
2024-03-10,P003,27,166,35,132
2024-03-11,P003,17,149,26,132
2024-03-12,P003,18,131,32,132
2024-03-13,P003,22,109,23,132
2024-03-14,P003,16,93,20,132
2024-03-15,P003,23,303,9,132
2024-03-16,P003,11,292,6,132
2024-03-17,P003,20,272,14,132
2024-03-18,P003,14,258,23,132
2024-03-19,P003,16,242,24,132
2024-03-20,P003,11,231,33,132
2024-03-21,P003,20,211,29,132
2024-03-22,P003,22,189,21,132
2024-03-23,P003,21,168,17,132
2024-03-24,P003,24,144,20,132
2024-03-25,P003,26,118,39,132
2024-03-26,P003,10,108,7,132
2024-03-27,P003,22,86,13,132
2024-03-28,P003,14,421,33,132
2024-03-29,P003,19,402,9,132
2024-03-30,P003,17,385,7,132
2024-03-31,P003,20,365,14,132
2024-04-01,P003,18,347,35,132
2024-04-02,P003,17,330,15,132
2024-04-03,P003,22,308,21,132
2024-04-04,P003,13,295,12,132
2024-04-05,P003,13,282,6,132
2024-04-06,P003,13,269,8,132
2024-04-07,P003,19,250,20,132
2024-04-08,P003,11,239,25,132
2024-04-09,P003,16,223,9,132
2024-04-10,P003,19,204,39,132
2024-04-11,P003,18,186,18,132
2024-04-12,P003,20,166,19,132
2024-04-13,P003,20,146,10,132
2024-04-14,P003,15,131,20,132
2024-04-15,P003,27,104,27,132
2024-04-16,P003,15,89,35,132
2024-04-17,P003,17,392,16,132
2024-04-18,P003,21,371,23,132
2024-04-19,P003,23,348,16,132
2024-04-20,P003,20,328,17,132
2024-04-21,P003,18,310,6,132
2024-04-22,P003,16,294,24,132
2024-04-23,P003,19,275,35,132
2024-04-24,P003,21,254,13,132
2024-04-25,P003,14,240,25,132
2024-04-26,P003,16,224,12,132
2024-04-27,P003,18,206,33,132
2024-04-28,P003,26,180,23,132
2024-04-29,P003,14,166,39,132
2024-04-30,P003,21,145,30,132
2024-05-01,P003,21,124,15,132
2024-05-02,P003,16,108,39,132
2024-05-03,P003,13,95,8,132
2024-05-04,P003,18,574,7,132
2024-05-05,P003,21,553,16,132
2024-05-06,P003,15,538,36,132
2024-05-07,P003,10,528,30,132
2024-05-08,P003,17,511,17,132
2024-05-09,P003,24,487,33,132
2024-05-10,P003,21,466,23,132
2024-05-11,P003,17,449,39,132
2024-05-12,P003,21,428,31,132
2024-05-13,P003,18,410,35,132
2024-05-14,P003,18,392,7,132
2024-05-15,P003,18,374,39,132
2024-05-16,P003,20,354,28,132
2024-05-17,P003,29,325,11,132
2024-05-18,P003,26,299,39,132
2024-05-19,P003,19,280,25,132
2024-05-20,P003,15,265,5,132
2024-05-21,P003,20,245,10,132
2024-05-22,P003,18,227,38,132
2024-05-23,P003,24,203,22,132
2024-05-24,P003,20,183,29,132
2024-05-25,P003,19,164,19,132
2024-05-26,P003,15,149,36,132
2024-05-27,P003,12,137,22,132
2024-05-28,P003,15,122,35,132
2024-05-29,P003,23,99,33,132
2024-05-30,P003,23,473,19,132
2024-05-31,P003,17,456,27,132
2024-06-01,P003,18,438,15,132
2024-06-02,P003,15,423,19,132
2024-06-03,P003,19,404,27,132
2024-06-04,P003,17,387,7,132
2024-06-05,P003,19,368,23,132
2024-06-06,P003,21,347,5,132
2024-06-07,P003,16,331,28,132
2024-06-08,P003,18,313,15,132
2024-06-09,P003,20,293,34,132
2024-06-10,P003,13,280,15,132
2024-06-11,P003,15,265,5,132
2024-06-12,P003,14,251,16,132
2024-06-13,P003,15,236,8,132
2024-06-14,P003,26,210,29,132
2024-06-15,P003,20,190,12,132
2024-06-16,P003,15,175,19,132
2024-06-17,P003,8,167,34,132
2024-06-18,P003,27,140,36,132
2024-06-19,P003,22,118,39,132
2024-06-20,P003,9,109,25,132
2024-06-21,P003,22,87,35,132
2024-06-22,P003,25,379,31,132
2024-06-23,P003,25,354,12,132
2024-06-24,P003,13,341,27,132
2024-06-25,P003,15,326,27,132
2024-06-26,P003,15,311,37,132
2024-06-27,P003,16,295,17,132
2024-06-28,P003,17,278,39,132
2024-06-29,P003,12,266,20,132
2024-06-30,P003,15,251,16,132
2024-07-01,P003,18,233,35,132
2024-07-02,P003,14,219,9,132
2024-07-03,P003,15,204,29,132
2024-07-04,P003,18,186,25,132
2024-07-05,P003,19,167,7,132
2024-07-06,P003,22,145,14,132
2024-07-07,P003,16,129,27,132
2024-07-08,P003,17,112,21,132
2024-07-09,P003,9,103,39,132
2024-07-10,P003,22,506,29,132
2024-07-11,P003,15,491,6,132
2024-07-12,P003,14,477,31,132
2024-07-13,P003,16,461,13,132
2024-07-14,P003,23,438,8,132
2024-07-15,P003,15,423,30,132
2024-07-16,P003,12,411,36,132
2024-07-17,P003,12,399,33,132
2024-07-18,P003,12,387,26,132
2024-07-19,P003,11,376,17,132
2024-07-20,P003,22,354,27,132
2024-07-21,P003,22,332,35,132
2024-07-22,P003,19,313,35,132
2024-07-23,P003,13,300,19,132
2024-07-24,P003,16,284,18,132
2024-07-25,P003,11,273,39,132
2024-07-26,P003,22,251,28,132
2024-07-27,P003,14,237,34,132
2024-07-28,P003,17,220,34,132
2024-07-29,P003,17,203,31,132
2024-07-30,P003,17,186,18,132
2024-07-31,P003,13,173,15,132
2024-08-01,P003,15,158,30,132
2024-08-02,P003,19,139,25,132
2024-08-03,P003,16,123,13,132
2024-08-04,P003,15,108,5,132
2024-08-05,P003,19,89,10,132
2024-08-06,P003,15,542,5,132
2024-08-07,P003,14,528,26,132
2024-08-08,P003,19,509,17,132
2024-08-09,P003,17,492,35,132
2024-08-10,P003,20,472,19,132
2024-08-11,P003,21,451,6,132
2024-08-12,P003,23,428,35,132
2024-08-13,P003,21,407,30,132
2024-08-14,P003,13,394,6,132
2024-08-15,P003,15,379,15,132
2024-08-16,P003,17,362,37,132
2024-08-17,P003,19,343,22,132
2024-08-18,P003,15,328,25,132
2024-08-19,P003,12,316,35,132
2024-08-20,P003,12,304,30,132
2024-08-21,P003,19,285,34,132
2024-08-22,P003,17,268,25,132
2024-08-23,P003,11,257,20,132
2024-08-24,P003,12,245,11,132
2024-08-25,P003,13,232,26,132
2024-08-26,P003,16,216,11,132
2024-08-27,P003,17,199,6,132
2024-08-28,P003,20,179,18,132
2024-08-29,P003,21,158,12,132
2024-08-30,P003,15,143,33,132
2024-08-31,P003,27,116,11,132
2024-09-01,P003,22,94,26,132
2024-09-02,P003,21,405,21,132
2024-09-03,P003,14,391,20,132
2024-09-04,P003,15,376,37,132
2024-09-05,P003,17,359,39,132
2024-09-06,P003,17,342,36,132
2024-09-07,P003,8,334,7,132
2024-09-08,P003,14,320,7,132
2024-09-09,P003,12,308,12,132
2024-09-10,P003,23,285,35,132
2024-09-11,P003,15,270,13,132
2024-09-12,P003,10,260,9,132
2024-09-13,P003,14,246,32,132
2024-09-14,P003,22,224,19,132
2024-09-15,P003,17,207,31,132
2024-09-16,P003,11,196,35,132
2024-09-17,P003,19,177,22,132
2024-09-18,P003,15,162,8,132
2024-09-19,P003,18,144,25,132
2024-09-20,P003,16,128,27,132
2024-09-21,P003,16,112,26,132
2024-09-22,P003,18,94,5,132
2024-09-23,P003,13,408,29,132
2024-09-24,P003,17,391,32,132
2024-09-25,P003,20,371,15,132
2024-09-26,P003,18,353,26,132
2024-09-27,P003,24,329,29,132
2024-09-28,P003,13,316,25,132
2024-09-29,P003,17,299,24,132
2024-09-30,P003,14,285,20,132
2024-10-01,P003,17,268,32,132
2024-10-02,P003,23,245,33,132
2024-10-03,P003,16,229,30,132
2024-10-04,P003,20,209,6,132
2024-10-05,P003,16,193,14,132
2024-10-06,P003,19,174,17,132
2024-10-07,P003,13,161,19,132
2024-10-08,P003,14,147,13,132
2024-10-09,P003,16,131,31,132
2024-10-10,P003,25,106,12,132
2024-10-11,P003,9,97,10,132
2024-10-12,P003,14,368,28,132
2024-10-13,P003,29,339,7,132
2024-10-14,P003,17,322,30,132
2024-10-15,P003,13,309,25,132
2024-10-16,P003,16,293,17,132
2024-10-17,P003,15,278,15,132
2024-10-18,P003,17,261,12,132
2024-10-19,P003,14,247,18,132
2024-10-20,P003,12,235,37,132
2024-10-21,P003,19,216,6,132
2024-10-22,P003,21,195,5,132
2024-10-23,P003,17,178,15,132
2024-10-24,P003,16,162,10,132
2024-10-25,P003,16,146,36,132
2024-10-26,P003,20,126,19,132
2024-10-27,P003,15,111,16,132
2024-10-28,P003,15,96,33,132
2024-10-29,P003,18,338,26,132
2024-10-30,P003,18,320,18,132
2024-10-31,P003,20,300,23,132
2024-11-01,P003,17,283,9,132
2024-11-02,P003,17,266,39,132
2024-11-03,P003,18,248,29,132
2024-11-04,P003,14,234,13,132
2024-11-05,P003,11,223,11,132
2024-11-06,P003,20,203,22,132
2024-11-07,P003,19,184,6,132
2024-11-08,P003,11,173,14,132
2024-11-09,P003,13,160,6,132
2024-11-10,P003,15,145,12,132
2024-11-11,P003,21,124,11,132
2024-11-12,P003,19,105,39,132
2024-11-13,P003,21,543,27,132
2024-11-14,P003,10,533,12,132
2024-11-15,P003,17,516,25,132
2024-11-16,P003,22,494,37,132
2024-11-17,P003,13,481,5,132
2024-11-18,P003,18,463,16,132
2024-11-19,P003,17,446,15,132
2024-11-20,P003,13,433,34,132
2024-11-21,P003,16,417,8,132
2024-11-22,P003,24,393,38,132
2024-11-23,P003,9,384,27,132
2024-11-24,P003,13,371,36,132
2024-11-25,P003,17,354,7,132
2024-11-26,P003,18,336,32,132
2024-11-27,P003,25,311,8,132
2024-11-28,P003,24,287,16,132
2024-11-29,P003,21,266,28,132
2024-11-30,P003,19,247,37,132
2024-12-01,P003,17,230,7,132
2024-12-02,P003,18,212,8,132
2024-12-03,P003,9,203,34,132
2024-12-04,P003,18,185,10,132
2024-12-05,P003,14,171,34,132
2024-12-06,P003,14,157,12,132
2024-12-07,P003,16,141,22,132
2024-12-08,P003,15,126,20,132
2024-12-09,P003,17,109,10,132
2024-12-10,P003,16,93,28,132
2024-12-11,P003,19,297,32,132
2024-12-12,P003,15,282,36,132
2024-12-13,P003,21,261,29,132
2024-12-14,P003,14,247,32,132
2024-12-15,P003,16,231,25,132
2024-12-16,P003,18,213,12,132
2024-12-17,P003,17,196,13,132
2024-12-18,P003,19,177,25,132
2024-12-19,P003,14,163,5,132
2024-12-20,P003,20,143,8,132
2024-12-21,P003,15,128,14,132
2024-12-22,P003,15,113,30,132
2024-12-23,P003,15,98,7,132
2024-12-24,P003,17,356,13,132
2024-12-25,P003,12,344,36,132
2024-12-26,P003,23,321,7,132
2024-12-27,P003,18,303,8,132
2024-12-28,P003,18,285,10,132
2024-12-29,P003,18,267,13,132
2024-12-30,P003,21,246,30,132
2024-12-31,P003,16,230,6,132
2023-01-01,P004,14,632,6,82
2023-01-02,P004,22,610,25,82
2023-01-03,P004,23,587,26,82
2023-01-04,P004,15,572,7,82
2023-01-05,P004,24,548,39,82
2023-01-06,P004,17,531,37,82
2023-01-07,P004,14,517,19,82
2023-01-08,P004,16,501,15,82
2023-01-09,P004,20,481,14,82
2023-01-10,P004,23,458,18,82
2023-01-11,P004,10,448,6,82
2023-01-12,P004,14,434,33,82
2023-01-13,P004,19,415,39,82
2023-01-14,P004,17,398,24,82
2023-01-15,P004,20,378,25,82
2023-01-16,P004,19,359,38,82
2023-01-17,P004,12,347,37,82
2023-01-18,P004,16,331,23,82
2023-01-19,P004,12,319,12,82
2023-01-20,P004,11,308,35,82
2023-01-21,P004,18,290,15,82
2023-01-22,P004,21,269,12,82
2023-01-23,P004,19,250,29,82
2023-01-24,P004,15,235,24,82
2023-01-25,P004,17,218,11,82
2023-01-26,P004,19,199,17,82
2023-01-27,P004,13,186,14,82
2023-01-28,P004,13,173,12,82
2023-01-29,P004,18,155,24,82
2023-01-30,P004,17,138,21,82
2023-01-31,P004,13,125,15,82
2023-02-01,P004,11,114,20,82
2023-02-02,P004,18,96,36,82
2023-02-03,P004,15,562,30,82
2023-02-04,P004,16,546,13,82
2023-02-05,P004,17,529,39,82
2023-02-06,P004,18,511,7,82
2023-02-07,P004,8,503,35,82
2023-02-08,P004,18,485,11,82
2023-02-09,P004,23,462,6,82
2023-02-10,P004,16,446,29,82
2023-02-11,P004,12,434,16,82
2023-02-12,P004,21,413,34,82
2023-02-13,P004,23,390,34,82
2023-02-14,P004,18,372,33,82
2023-02-15,P004,18,354,15,82
2023-02-16,P004,14,340,27,82
2023-02-17,P004,17,323,21,82
2023-02-18,P004,15,308,17,82
2023-02-19,P004,11,297,37,82
2023-02-20,P004,14,283,5,82
2023-02-21,P004,21,262,17,82
2023-02-22,P004,16,246,7,82
2023-02-23,P004,11,235,20,82
2023-02-24,P004,13,222,11,82
2023-02-25,P004,19,203,7,82
2023-02-26,P004,18,185,18,82
2023-02-27,P004,15,170,20,82
2023-02-28,P004,17,153,8,82
2023-03-01,P004,17,136,35,82
2023-03-02,P004,12,124,17,82
2023-03-03,P004,13,111,31,82
2023-03-04,P004,21,90,5,82
2023-03-05,P004,11,406,29,82
2023-03-06,P004,26,380,15,82
2023-03-07,P004,15,365,13,82
2023-03-08,P004,17,348,11,82
2023-03-09,P004,11,337,18,82
2023-03-10,P004,21,316,34,82
2023-03-11,P004,16,300,28,82
2023-03-12,P004,13,287,7,82
2023-03-13,P004,33,254,31,82
2023-03-14,P004,14,240,5,82
2023-03-15,P004,14,226,30,82
2023-03-16,P004,13,213,10,82
2023-03-17,P004,19,194,16,82
2023-03-18,P004,16,178,39,82
2023-03-19,P004,17,161,14,82
2023-03-20,P004,12,149,13,82
2023-03-21,P004,24,125,27,82
2023-03-22,P004,22,103,34,82
2023-03-23,P004,17,86,26,82
2023-03-24,P004,22,555,13,82
2023-03-25,P004,14,541,23,82
2023-03-26,P004,19,522,12,82
2023-03-27,P004,29,493,8,82
2023-03-28,P004,23,470,9,82
2023-03-29,P004,17,453,23,82
2023-03-30,P004,17,436,22,82
2023-03-31,P004,16,420,33,82
2023-04-01,P004,24,396,23,82
2023-04-02,P004,16,380,10,82
2023-04-03,P004,15,365,9,82
2023-04-04,P004,15,350,9,82
2023-04-05,P004,15,335,12,82
2023-04-06,P004,18,317,31,82
2023-04-07,P004,17,300,22,82
2023-04-08,P004,15,285,30,82
2023-04-09,P004,10,275,20,82
2023-04-10,P004,21,254,26,82
2023-04-11,P004,16,238,27,82
2023-04-12,P004,24,214,7,82
2023-04-13,P004,21,193,7,82
2023-04-14,P004,12,181,16,82
2023-04-15,P004,12,169,27,82
2023-04-16,P004,18,151,15,82
2023-04-17,P004,16,135,33,82
2023-04-18,P004,10,125,10,82
2023-04-19,P004,16,109,20,82
2023-04-20,P004,19,90,38,82
2023-04-21,P004,14,455,15,82
2023-04-22,P004,13,442,15,82
2023-04-23,P004,17,425,29,82
2023-04-24,P004,15,410,23,82
2023-04-25,P004,10,400,36,82
2023-04-26,P004,19,381,12,82
2023-04-27,P004,22,359,16,82
2023-04-28,P004,13,346,39,82
2023-04-29,P004,18,328,10,82
2023-04-30,P004,20,308,25,82
2023-05-01,P004,23,285,30,82
2023-05-02,P004,18,267,5,82
2023-05-03,P004,17,250,21,82
2023-05-04,P004,25,225,39,82
2023-05-05,P004,19,206,31,82
2023-05-06,P004,22,184,6,82
2023-05-07,P004,14,170,5,82
2023-05-08,P004,10,160,14,82
2023-05-09,P004,16,144,35,82
2023-05-10,P004,22,122,9,82
2023-05-11,P004,18,104,17,82
2023-05-12,P004,18,86,28,82
2023-05-13,P004,17,420,31,82
