date,user_id,content_id,watch_minutes,completed_flag,watch_sessions
2024-08-15,1920,154,52,0,1
2024-03-21,1920,150,55,0,1
2024-02-07,1920,212,18,0,1
2023-10-14,1920,171,27,0,1
2024-07-23,1920,150,53,0,1
2024-02-13,1920,164,93,0,1
2024-07-27,1920,211,50,0,1
2024-03-06,1920,181,111,1,1
2024-08-16,1920,298,118,1,1
2024-04-12,1920,62,28,0,1
2023-12-09,1920,83,119,0,1
2024-01-04,1920,115,80,0,1
2024-03-21,1920,153,68,0,1
2024-05-24,1920,4,43,0,1
2024-02-20,1920,199,85,1,1
2023-11-18,1920,188,57,0,1
2021-12-21,1921,251,108,0,1
2022-09-04,1921,249,64,0,1
2022-07-19,1921,206,53,0,1
2022-08-04,1921,266,69,1,1
2022-03-08,1921,299,24,0,1
2022-04-22,1921,39,54,0,1
2021-12-27,1921,198,81,0,1
2022-04-15,1921,176,37,0,1
2022-07-14,1921,150,27,0,1
2021-11-11,1921,89,104,0,1
2022-06-16,1921,15,97,1,1
2022-03-10,1921,74,64,0,1
2022-01-13,1921,269,23,0,1
2022-07-28,1921,279,59,0,1
2021-10-06,1921,184,108,0,1
2022-08-11,1921,185,50,0,1
2021-11-21,1921,109,22,0,1
2021-12-03,1921,132,19,0,1
2022-03-04,1921,258,80,0,1
2021-11-27,1921,161,50,0,1
2022-06-05,1921,148,70,0,1
2024-11-08,1922,24,18,0,1
2024-04-18,1922,101,45,0,1
2024-08-04,1922,149,36,0,1
2024-09-03,1922,128,57,0,1
2024-05-26,1922,221,82,0,1
2024-05-30,1923,81,38,0,1
2024-08-11,1923,42,113,0,1
2024-07-30,1923,200,76,1,1
2024-03-28,1923,283,100,0,1
2024-05-14,1923,12,116,0,1
2024-05-14,1923,132,32,0,1
2024-02-15,1923,189,116,0,1
2024-07-26,1923,40,38,0,1
2024-10-09,1923,1,25,0,1
2024-10-14,1923,203,91,0,1
2024-07-06,1923,68,6,0,1
2025-02-28,1924,197,14,0,1
2024-07-06,1924,3,35,0,1
2024-08-01,1924,135,20,0,1
2024-05-10,1924,103,118,0,1
2025-01-18,1924,236,65,0,1
2024-11-22,1924,173,72,0,1
2024-09-23,1924,224,90,0,1
2024-10-29,1924,126,112,1,1
2024-10-29,1924,261,102,0,1
2025-04-19,1924,160,80,1,1
2025-04-16,1924,136,51,0,1
2024-11-20,1924,236,77,0,1
2025-03-11,1924,117,75,0,1
2025-01-25,1924,252,15,0,1
2024-11-22,1924,258,101,1,1
2025-04-01,1924,159,89,1,1
2025-01-15,1924,59,111,1,1
2024-12-10,1924,114,11,0,1
2025-02-11,1924,269,83,1,1
2024-04-27,1924,295,14,0,1
2025-01-28,1924,20,38,0,1
2025-01-09,1924,109,46,0,1
2025-02-26,1924,129,91,0,1
2025-04-23,1924,230,77,0,1
2025-02-19,1925,254,25,0,1
2025-05-13,1925,194,56,0,1
2025-10-03,1925,101,77,1,1
2024-12-31,1925,216,114,0,1
2025-07-19,1925,39,107,1,1
2024-12-26,1925,30,44,0,1
2025-06-11,1925,200,83,1,1
2025-01-05,1925,291,5,0,1
2025-01-15,1925,59,106,0,1
2025-01-02,1925,293,14,0,1
2025-10-16,1925,279,23,0,1
2025-10-09,1925,222,42,0,1
2025-10-08,1925,190,47,0,1
2025-12-14,1925,210,74,0,1
2025-09-08,1925,130,65,1,1
2025-11-13,1925,24,81,0,1
2025-05-07,1925,213,73,1,1
2024-12-17,1925,138,86,0,1
2025-06-12,1925,240,77,1,1
2025-03-01,1925,274,98,1,1
2025-06-28,1925,276,39,0,1
2025-03-19,1925,271,22,0,1
2025-10-27,1925,10,47,0,1
2025-03-29,1925,298,32,0,1
2025-02-10,1925,225,85,0,1
2025-05-05,1925,19,114,0,1
2025-01-23,1925,79,63,0,1
2025-10-04,1925,267,101,0,1
2025-07-07,1925,209,62,1,1
2025-06-09,1925,47,58,0,1
2025-05-11,1925,119,68,0,1
2025-02-19,1925,16,43,0,1
2025-10-12,1925,193,27,0,1
2025-09-07,1925,84,16,0,1
2025-12-01,1925,41,60,0,1
2025-01-11,1926,154,83,0,1
2025-08-20,1926,257,91,0,1
2025-08-21,1926,3,33,0,1
2024-12-27,1926,14,61,0,1
2025-06-14,1926,76,84,0,1
2025-05-27,1926,160,8,0,1
2025-08-24,1926,38,26,0,1
2025-09-26,1926,20,12,0,1
2025-09-14,1926,152,95,0,1
2025-02-27,1926,106,78,0,1
2025-11-10,1926,203,69,0,1
2025-07-10,1926,76,14,0,1
2025-02-04,1926,81,74,0,1
2025-04-11,1926,210,91,1,1
2025-03-05,1926,71,110,0,1
2025-08-14,1926,140,76,0,1
2025-04-25,1926,196,18,0,1
2025-08-09,1926,104,71,0,1
2023-09-07,1927,93,16,0,1
2023-08-12,1927,269,11,0,1
2023-08-01,1927,55,90,0,1
2023-05-13,1927,178,41,0,1
2023-03-12,1927,11,87,0,1
2023-05-24,1928,44,75,0,1
2023-02-06,1928,277,65,1,1
2023-08-14,1928,88,46,0,1
2023-06-06,1928,232,31,0,1
2022-10-14,1928,7,95,0,1
2023-01-15,1928,105,7,0,1
2022-09-30,1928,42,50,0,1
2022-09-03,1928,85,51,0,1
2023-02-26,1928,164,92,0,1
2023-01-08,1928,183,50,0,1
2023-04-10,1928,74,78,0,1
2023-01-16,1928,238,63,0,1
2023-07-15,1928,27,61,1,1
2023-07-13,1929,31,93,1,1
2023-03-07,1929,252,112,0,1
2023-08-16,1929,284,26,0,1
2023-11-23,1929,111,114,1,1
2023-06-30,1929,210,80,0,1
2023-04-13,1929,103,35,0,1
2023-02-12,1929,112,61,1,1
2021-08-01,1930,82,105,0,1
2022-01-21,1930,69,38,0,1
2022-06-28,1930,211,54,0,1
2021-08-19,1930,206,68,0,1
2022-06-14,1930,70,43,0,1
2022-06-10,1930,4,69,1,1
2021-12-26,1930,250,72,1,1
2021-08-29,1930,2,91,0,1
2022-01-31,1930,27,17,0,1
2022-02-15,1930,147,25,0,1
2022-05-28,1930,139,39,0,1
2022-05-29,1930,297,63,0,1
2022-03-22,1930,231,25,0,1
2021-11-22,1930,43,54,0,1
2021-12-17,1930,112,61,1,1
2022-06-22,1930,295,55,0,1
2022-01-09,1930,202,42,0,1
2021-09-30,1930,116,16,0,1
2022-01-12,1930,218,40,0,1
2021-07-16,1930,275,105,0,1
2022-03-07,1930,159,89,1,1
2021-12-05,1930,83,57,0,1
2024-05-05,1931,149,28,0,1
2024-05-07,1931,278,80,1,1
2024-05-28,1931,240,83,1,1
2024-02-21,1931,170,38,0,1
2023-12-03,1931,231,31,0,1
2024-06-11,1931,71,94,0,1
2024-04-01,1931,277,21,0,1
2024-04-19,1931,241,94,0,1
2023-12-09,1931,240,83,1,1
2023-12-04,1931,218,25,0,1
2023-06-30,1931,32,70,0,1
2023-11-11,1931,82,18,0,1
2024-01-08,1931,258,27,0,1
2023-11-17,1931,2,70,0,1
2023-12-14,1931,117,56,0,1
2024-06-23,1931,215,113,0,1
2024-07-02,1932,16,56,0,1
2024-04-20,1932,242,76,1,1
2024-06-02,1932,107,67,1,1
2024-01-20,1932,187,115,0,1
2024-02-13,1932,153,45,0,1
2024-01-15,1932,12,107,0,1
2022-08-09,1933,219,37,0,1
2022-08-09,1933,175,45,0,1
2022-03-12,1933,279,40,0,1
2022-08-19,1933,216,81,0,1
2022-09-14,1933,263,44,0,1
2022-02-20,1933,212,78,1,1
2022-08-23,1933,167,68,1,1
2022-01-08,1933,127,88,0,1
2022-02-21,1933,167,56,0,1
2022-08-24,1933,113,113,1,1
2022-09-15,1934,26,5,0,1
2022-07-28,1934,1,49,0,1
2021-11-17,1934,193,18,0,1
2022-03-21,1934,184,94,0,1
2022-02-10,1934,117,88,0,1
2022-01-31,1934,50,28,0,1
2022-09-06,1934,66,98,0,1
2022-07-21,1934,227,104,1,1
2022-07-03,1934,143,108,0,1
2021-12-07,1934,40,42,0,1
2022-02-18,1934,213,72,1,1
2021-11-24,1934,287,58,0,1
2022-02-27,1934,202,12,0,1
2022-01-24,1934,116,22,0,1
2022-03-06,1934,205,70,0,1
2022-04-29,1934,45,68,1,1
2022-10-29,1934,270,71,0,1
2022-08-30,1934,193,83,0,1
2022-04-25,1934,127,102,0,1
2022-04-16,1934,167,68,1,1
2021-12-30,1934,205,35,0,1
2021-11-28,1934,149,114,1,1
2022-07-25,1934,136,22,0,1
2022-08-03,1934,295,78,0,1
2022-03-06,1934,140,58,0,1
2022-09-24,1934,276,46,0,1
2022-07-16,1934,293,102,0,1
2022-10-26,1934,272,19,0,1
2022-01-03,1934,188,5,0,1
2021-11-21,1934,224,100,0,1
2022-02-14,1934,57,35,0,1
2022-02-28,1934,129,107,0,1
2022-02-15,1935,289,94,1,1
2022-06-24,1935,101,85,1,1
2022-03-09,1935,46,101,0,1
2022-03-01,1935,126,79,0,1
2022-09-30,1935,126,60,0,1
2022-06-29,1935,147,72,0,1
2022-10-03,1935,163,49,0,1
2022-01-31,1935,180,110,1,1
2022-03-15,1935,84,64,1,1
2022-05-04,1935,144,30,0,1
2022-09-08,1935,245,75,0,1
2022-02-23,1935,1,34,0,1
2022-06-23,1935,152,113,0,1
2021-11-02,1935,230,53,0,1
2022-03-05,1935,217,51,0,1
2022-03-28,1935,13,52,0,1
2021-12-07,1935,48,103,0,1
2022-05-14,1935,195,74,0,1
2022-06-01,1935,103,49,0,1
2022-07-07,1935,180,76,0,1
2022-01-11,1935,110,14,0,1
2022-10-01,1935,121,38,0,1
2022-05-22,1935,25,26,0,1
2022-09-25,1935,102,19,0,1
2022-05-20,1935,1,11,0,1
2022-10-09,1935,41,87,0,1
2022-04-20,1935,53,85,0,1
2022-06-08,1935,160,43,0,1
2023-11-08,1936,209,15,0,1
2023-05-28,1936,164,65,0,1
2023-11-21,1936,134,109,0,1
2023-05-19,1936,233,49,0,1
2023-02-27,1936,67,14,0,1
2023-06-02,1936,266,59,0,1
2023-03-03,1936,134,28,0,1
2023-09-18,1936,79,7,0,1
2023-03-06,1936,47,23,0,1
2023-11-13,1936,162,56,0,1
2023-04-26,1936,97,85,0,1
2023-07-12,1936,232,62,1,1
2023-12-08,1936,98,87,0,1
2023-06-04,1936,129,75,0,1
2023-07-11,1936,37,54,0,1
2023-12-23,1936,3,118,0,1
2023-07-13,1936,144,51,0,1
2023-09-06,1936,35,68,0,1
2023-09-17,1936,104,45,0,1
2024-01-29,1936,174,9,0,1
2023-08-07,1936,50,22,0,1
2023-07-27,1936,280,34,0,1
2023-02-15,1936,210,20,0,1
2023-06-26,1936,219,5,0,1
2023-10-09,1936,167,68,1,1
2023-06-17,1936,117,43,0,1
2023-09-15,1936,163,78,0,1
2023-07-11,1936,79,57,0,1
2023-08-11,1936,201,77,0,1
2022-06-16,1937,103,46,0,1
2022-09-11,1937,96,108,0,1
2022-04-08,1937,239,18,0,1
2022-10-31,1937,200,17,0,1
2022-05-30,1937,284,8,0,1
2022-05-09,1937,285,110,0,1
2023-01-16,1937,247,47,0,1
2022-03-21,1937,259,75,0,1
2022-08-25,1937,210,91,1,1
2022-04-12,1937,172,18,0,1
2022-02-04,1937,173,106,0,1
2022-06-19,1937,54,6,0,1
2022-02-19,1937,229,47,0,1
2022-05-25,1937,223,10,0,1
2022-03-12,1937,221,27,0,1
2022-05-08,1937,58,102,0,1
2022-09-03,1937,115,9,0,1
2022-09-20,1937,175,52,0,1
2022-12-18,1937,287,27,0,1
2022-08-13,1937,207,72,1,1
2022-07-13,1937,293,97,0,1
2022-02-05,1937,73,36,0,1
2022-10-20,1937,236,64,0,1
2022-06-05,1937,162,69,1,1
2022-03-11,1937,177,69,0,1
2022-04-23,1937,68,58,0,1
2022-09-28,1937,253,93,1,1
2022-06-30,1937,52,103,0,1
2022-05-21,1937,21,88,0,1
2022-06-26,1937,161,64,0,1
2022-09-13,1937,129,111,0,1
2023-09-24,1938,1,23,0,1
2023-02-27,1938,26,10,0,1
2023-06-10,1938,194,51,0,1
2022-11-15,1938,277,65,1,1
2022-10-26,1938,249,8,0,1
2023-09-20,1938,196,113,1,1
2023-03-30,1938,29,28,0,1
2023-04-07,1938,66,60,0,1
2022-10-10,1938,103,73,0,1
2022-10-20,1938,100,92,1,1
2023-05-24,1938,144,58,0,1
2022-12-03,1938,93,32,0,1
2022-11-27,1938,42,69,0,1
2022-12-14,1938,200,30,0,1
2023-04-01,1938,80,95,1,1
2023-06-09,1938,269,45,0,1
2022-12-20,1938,176,64,1,1
2023-05-01,1938,80,11,0,1
2023-07-14,1938,108,94,0,1
2022-04-28,1939,86,109,0,1
2022-07-02,1939,32,29,0,1
2022-09-11,1939,101,42,0,1
2022-04-05,1939,137,72,0,1
2022-05-29,1939,221,49,0,1
2022-01-17,1939,9,69,0,1
2022-08-20,1939,197,34,0,1
2022-09-23,1939,244,15,0,1
2022-02-25,1939,34,52,0,1
2022-06-21,1939,25,29,0,1
2022-06-09,1939,244,23,0,1
2022-01-21,1939,62,114,0,1
2022-06-12,1939,161,42,0,1
2022-08-08,1939,289,94,1,1
2021-11-21,1939,144,55,0,1
2022-03-05,1939,50,112,0,1
2021-11-02,1939,95,39,0,1
2022-08-22,1939,229,12,0,1
2022-08-24,1939,80,20,0,1
2021-11-20,1939,108,82,0,1
2022-10-15,1940,182,58,0,1
2022-01-15,1940,161,36,0,1
2022-06-27,1940,228,30,0,1
2022-11-18,1940,3,108,0,1
2022-03-12,1940,122,98,0,1
2022-07-21,1940,35,30,0,1
2022-06-19,1940,285,49,0,1
2022-07-29,1940,117,25,0,1
2022-11-23,1940,198,97,1,1
2022-11-06,1940,189,14,0,1
2024-05-12,1941,251,94,0,1
2024-04-25,1941,245,56,0,1
2023-09-17,1941,130,8,0,1
2023-10-22,1941,266,69,1,1
2024-01-23,1941,103,25,0,1
2024-04-25,1941,176,10,0,1
2024-04-06,1941,147,54,0,1
2023-09-16,1941,279,45,0,1
2024-03-10,1941,236,18,0,1
2024-03-29,1941,67,85,0,1
2024-03-26,1941,14,103,1,1
2024-03-12,1942,16,21,0,1
2024-01-23,1942,216,76,0,1
2024-05-17,1942,116,71,1,1
2024-01-24,1942,216,95,0,1
2024-01-09,1942,276,71,0,1
2024-11-20,1942,296,104,0,1
2024-04-21,1942,1,25,0,1
2024-02-05,1942,10,34,0,1
2024-09-27,1942,3,112,0,1
2024-05-05,1942,93,71,1,1
2024-07-16,1942,44,81,0,1
2023-12-20,1942,72,43,0,1
2024-02-12,1942,253,19,0,1
2024-09-15,1942,97,20,0,1
2024-01-28,1942,244,104,0,1
2024-02-19,1942,120,8,0,1
2024-04-12,1942,120,19,0,1
2024-09-27,1942,115,88,0,1
2024-11-20,1942,188,36,0,1
2021-05-21,1943,256,66,1,1
2022-03-23,1943,257,84,0,1
2021-06-22,1943,154,47,0,1
2021-05-15,1943,46,29,0,1
2021-05-07,1943,137,115,1,1
2021-10-18,1943,139,97,0,1
2022-02-26,1943,28,114,0,1
2021-07-25,1943,21,46,0,1
2021-08-18,1943,275,9,0,1
2021-05-22,1943,170,47,0,1
2022-02-01,1943,94,25,0,1
2021-08-06,1943,239,94,1,1
2021-06-20,1943,267,29,0,1
2021-10-26,1943,295,78,0,1
2022-02-28,1943,1,51,0,1
2021-06-07,1943,128,75,0,1
2021-09-10,1943,225,115,1,1
2021-11-26,1943,31,31,0,1
2022-04-11,1943,112,61,1,1
2021-09-11,1943,108,77,0,1
2021-07-19,1943,199,52,0,1
2021-05-14,1943,112,61,1,1
2022-01-28,1943,99,60,0,1
2022-03-31,1943,239,62,0,1
2022-03-08,1943,254,35,0,1
2021-07-25,1943,237,50,0,1
2021-09-06,1943,212,38,0,1
2022-01-30,1943,190,19,0,1
2021-05-15,1943,42,68,0,1
2021-10-02,1943,129,95,0,1
2022-04-03,1943,76,13,0,1
2021-10-31,1943,287,53,0,1
2021-10-03,1943,3,21,0,1
2021-10-05,1943,236,58,0,1
2021-12-04,1944,8,39,0,1
2022-07-10,1944,283,97,0,1
2022-10-18,1944,73,21,0,1
2022-04-02,1944,61,85,0,1
2022-08-08,1944,216,106,0,1
2022-11-04,1944,161,59,0,1
2024-08-08,1945,296,80,0,1
2024-11-07,1945,33,43,0,1
2024-05-30,1945,153,62,0,1
2025-01-25,1945,134,98,0,1
2024-03-13,1945,140,52,0,1
2024-03-29,1945,230,114,1,1
2024-03-25,1945,295,63,0,1
2024-10-14,1945,265,81,0,1
2025-01-30,1945,110,23,0,1
2025-01-26,1945,75,78,0,1
2024-12-25,1946,277,59,1,1
2024-09-24,1946,297,43,0,1
2024-09-16,1946,27,45,0,1
2025-03-12,1946,60,64,1,1
2024-08-02,1946,11,98,0,1
2024-09-27,1946,207,40,0,1
2024-12-15,1946,86,78,0,1
2025-01-07,1946,97,16,0,1
2025-05-08,1946,9,51,0,1
2025-01-07,1946,245,78,0,1
2024-10-15,1946,91,83,0,1
2024-08-23,1946,287,117,0,1
2025-02-28,1946,227,14,0,1
2025-03-08,1946,59,27,0,1
2025-01-07,1946,208,71,0,1
2024-10-18,1946,195,30,0,1
2025-03-03,1946,140,58,0,1
2025-05-22,1946,47,36,0,1
2024-11-12,1947,242,63,0,1
2025-04-19,1947,121,106,1,1
2024-12-30,1947,142,30,0,1
2025-05-23,1947,266,69,1,1
2025-06-12,1947,4,27,0,1
2024-10-01,1947,203,98,0,1
2025-02-17,1947,67,99,1,1
2024-11-29,1947,166,24,0,1
2025-03-08,1947,141,86,1,1
2025-07-10,1947,30,43,0,1
2024-08-08,1947,19,93,0,1
2025-05-04,1947,260,17,0,1
2024-09-18,1947,56,103,1,1
2025-01-29,1947,139,41,0,1
2024-09-19,1947,112,24,0,1
2025-07-07,1947,61,12,0,1
2024-09-12,1947,170,27,0,1
2024-09-16,1947,262,12,0,1
2025-05-25,1947,78,26,0,1
2024-12-15,1947,267,68,0,1
2024-08-01,1947,146,12,0,1
2025-05-24,1947,162,69,1,1
2025-02-13,1947,277,65,1,1
2025-06-07,1947,218,96,1,1
2025-02-12,1947,148,84,0,1
2025-01-18,1947,114,95,0,1
2025-05-02,1947,121,17,0,1
2024-10-03,1947,163,55,0,1
2025-05-13,1947,119,82,0,1
2023-08-27,1948,265,15,0,1
2023-07-30,1948,247,82,1,1
2024-01-25,1948,116,75,1,1
2023-12-25,1948,2,20,0,1
2024-01-20,1948,82,74,0,1
2023-05-02,1948,132,81,0,1
2023-06-28,1948,248,42,0,1
2023-10-22,1948,131,86,0,1
2023-05-26,1948,175,93,1,1
2023-06-05,1948,198,51,0,1
2023-08-04,1948,101,49,0,1
2023-03-02,1948,53,60,0,1
2023-12-28,1948,270,45,0,1
2023-11-20,1948,6,107,1,1
2023-11-25,1948,254,41,0,1
2023-12-15,1948,134,99,0,1
2023-10-03,1948,204,62,0,1
2023-06-05,1948,35,91,0,1
2023-03-27,1948,211,10,0,1
2023-10-12,1948,23,59,0,1
2023-07-19,1948,278,40,0,1
2023-01-29,1948,99,51,0,1
2023-02-07,1948,150,13,0,1
2023-01-29,1948,70,105,0,1
2023-09-20,1948,75,64,0,1
2023-02-07,1948,170,57,0,1
2023-08-29,1948,165,9,0,1
2023-02-21,1948,172,71,0,1
2023-05-26,1948,56,30,0,1
2023-06-21,1948,271,71,0,1
2023-11-08,1948,64,33,0,1
2023-03-23,1948,287,87,0,1
2023-07-14,1948,165,72,1,1
2023-01-28,1948,109,60,1,1
2023-10-31,1948,106,32,0,1
2023-12-12,1948,181,24,0,1
2024-01-15,1948,191,52,0,1
2023-05-04,1948,163,8,0,1
2023-12-01,1948,238,48,0,1
2023-10-24,1949,12,74,0,1
2024-02-05,1949,164,16,0,1
2023-09-04,1949,88,85,0,1
2023-12-11,1949,16,65,0,1
2024-04-13,1949,185,86,0,1
2023-10-20,1949,298,26,0,1
2024-01-03,1949,216,88,0,1
2023-10-23,1949,55,118,0,1
2023-07-18,1949,46,38,0,1
2024-04-20,1949,115,20,0,1
2024-06-24,1949,91,66,0,1
2024-03-13,1949,4,62,0,1
2023-11-16,1949,66,63,0,1
2024-06-03,1949,223,40,0,1
2024-06-25,1949,90,67,1,1
2024-05-28,1949,131,42,0,1
2023-10-03,1949,36,64,0,1
2024-01-27,1949,67,8,0,1
2024-03-25,1949,171,113,0,1
2023-07-24,1949,81,69,0,1
2024-01-10,1949,116,42,0,1
2024-05-02,1949,286,38,0,1
2023-07-27,1949,181,21,0,1
2024-01-31,1949,269,83,1,1
2023-08-14,1949,284,109,0,1
2021-09-02,1950,81,115,0,1
2021-12-17,1950,106,62,0,1
2021-05-16,1950,295,23,0,1
2021-04-30,1950,293,69,0,1
2022-01-04,1950,51,52,0,1
2021-11-09,1950,39,7,0,1
2021-03-29,1950,161,28,0,1
2021-12-18,1950,252,83,0,1
2021-10-15,1950,151,63,1,1
2021-12-21,1950,243,54,0,1
2021-10-27,1950,52,78,0,1
2021-11-23,1950,234,98,0,1
2021-12-17,1950,159,89,1,1
2021-07-13,1950,4,24,0,1
2021-03-26,1950,282,23,0,1
2021-09-12,1950,219,43,0,1
2021-10-14,1950,96,51,0,1
2021-02-17,1950,88,41,0,1
2021-06-25,1950,245,109,0,1
2022-01-08,1950,294,83,0,1
2021-03-06,1950,187,15,0,1
2021-08-07,1950,278,8,0,1
2022-06-03,1951,5,88,1,1
2021-10-27,1951,140,56,0,1
2021-08-27,1951,39,34,0,1
2021-09-22,1951,171,73,0,1
2022-01-27,1951,200,45,0,1
2022-02-02,1951,275,96,0,1
2022-05-25,1951,94,80,1,1
2021-12-04,1951,225,67,0,1
2021-11-19,1951,117,29,0,1
2022-03-29,1951,160,27,0,1
2022-02-10,1951,243,19,0,1
2021-10-15,1951,26,67,0,1
2022-05-15,1951,123,29,0,1
2022-05-31,1951,27,41,0,1
2022-04-05,1951,29,85,0,1
2022-06-26,1951,68,78,1,1
2021-12-02,1951,18,44,0,1
2021-10-13,1951,33,11,0,1
2022-02-20,1951,86,112,0,1
2022-06-21,1951,218,95,1,1
2022-05-09,1951,107,17,0,1
2022-01-23,1951,76,51,0,1
2022-05-23,1951,12,28,0,1
2021-12-16,1951,99,116,0,1
2022-03-21,1951,118,22,0,1
2022-05-26,1951,182,84,0,1
2022-08-03,1951,135,12,0,1
2022-05-06,1951,116,75,1,1
2023-03-19,1952,229,30,0,1
2023-08-07,1952,237,21,0,1
2023-12-18,1952,106,11,0,1
2024-01-19,1952,271,44,0,1
2023-03-27,1952,97,49,0,1
2023-08-24,1952,1,91,0,1
2023-08-30,1952,163,43,0,1
2023-03-01,1952,15,73,0,1
2023-03-03,1952,32,59,0,1
2022-10-08,1953,298,10,0,1
2023-01-29,1953,217,27,0,1
2023-05-28,1953,186,55,0,1
2022-11-16,1953,173,114,0,1
2023-08-10,1953,217,100,0,1
2023-01-28,1953,243,36,0,1
2023-04-17,1953,275,114,1,1
2023-03-30,1953,83,15,0,1
2023-08-05,1953,212,51,0,1
2024-03-24,1954,111,10,0,1
2024-04-23,1954,61,71,0,1
2023-06-29,1954,275,110,0,1
2024-02-10,1954,213,35,0,1
2023-11-12,1954,238,105,1,1
2023-08-15,1954,163,17,0,1
2023-10-12,1954,235,91,1,1
2024-03-07,1954,131,118,1,1
2023-09-20,1954,58,90,0,1
2024-02-24,1954,91,111,0,1
2023-07-05,1954,267,101,0,1
2023-10-08,1954,156,86,0,1
2023-11-29,1954,16,91,0,1
2023-09-18,1954,114,13,0,1
2024-02-24,1954,161,30,0,1
2024-01-26,1954,223,15,0,1
2024-03-17,1954,88,91,0,1
2023-07-15,1954,295,111,0,1
2024-04-01,1954,196,112,1,1
2023-10-25,1954,119,117,0,1
2023-05-01,1955,211,93,1,1
2023-01-23,1955,50,56,0,1
2022-11-08,1955,190,59,0,1
2023-07-05,1955,53,17,0,1
2023-03-23,1955,259,19,0,1
2023-04-29,1955,203,72,0,1
2023-01-03,1955,156,43,0,1
2023-05-18,1955,184,34,0,1
2023-03-20,1955,194,116,0,1
2022-12-06,1955,254,61,0,1
2023-07-27,1955,97,64,0,1
2022-11-26,1955,104,40,0,1
2022-10-31,1955,272,114,0,1
2023-09-12,1955,161,117,1,1
2023-06-13,1955,218,72,0,1
2024-05-25,1956,111,63,0,1
2025-02-10,1956,158,24,0,1
2024-05-02,1956,228,31,0,1
2024-09-28,1956,238,52,0,1
2024-10-20,1956,298,57,0,1
2024-05-12,1956,61,111,0,1
2025-01-25,1956,255,23,0,1
2024-09-09,1956,61,38,0,1
2024-11-30,1956,179,21,0,1
2024-11-15,1956,208,73,0,1
2024-07-24,1956,39,75,0,1
2024-11-04,1956,14,20,0,1
2024-12-09,1956,282,21,0,1
2024-05-13,1956,172,47,0,1
2025-02-24,1956,106,7,0,1
2024-11-02,1956,168,9,0,1
2024-10-24,1956,153,13,0,1
2024-12-10,1956,267,22,0,1
2024-11-16,1956,3,78,0,1
2024-09-13,1956,189,77,0,1
2024-05-28,1956,254,86,0,1
2024-09-26,1956,114,82,0,1
2025-04-09,1956,87,80,0,1
2024-07-07,1956,231,113,0,1
2024-12-21,1956,187,78,0,1
2024-08-02,1956,89,87,0,1
2025-01-19,1956,169,64,0,1
2024-06-13,1956,268,61,0,1
2025-02-07,1956,62,17,0,1
2024-10-24,1956,67,99,1,1
2024-10-27,1956,46,94,0,1
2024-07-20,1956,238,72,0,1
2024-08-11,1956,62,51,0,1
2025-04-11,1956,31,34,0,1
2024-06-15,1956,214,100,1,1
2024-12-29,1956,107,17,0,1
2024-06-12,1956,193,85,1,1
2024-06-09,1956,80,25,0,1
2022-09-19,1957,245,32,0,1
2023-03-09,1957,227,101,1,1
2023-02-24,1957,121,46,0,1
2022-10-14,1957,181,85,0,1
2023-06-09,1957,124,69,1,1
2023-03-27,1957,184,52,0,1
2023-01-06,1957,44,11,0,1
2023-03-19,1957,293,84,0,1
2023-01-28,1957,87,113,1,1
2023-01-03,1957,264,111,0,1
2022-08-30,1957,271,82,0,1
2022-09-10,1957,6,55,0,1
2022-08-14,1957,290,55,0,1
2022-10-01,1957,156,75,0,1
2023-07-08,1957,119,39,0,1
2022-11-22,1957,276,79,0,1
2023-02-16,1957,258,25,0,1
2023-06-30,1957,170,26,0,1
2023-01-20,1957,292,92,1,1
2022-12-09,1957,112,41,0,1
2023-03-19,1957,93,69,1,1
2023-01-21,1957,248,65,1,1
2022-09-23,1957,109,30,0,1
2022-12-28,1957,137,96,0,1
2022-12-02,1957,77,27,0,1
2023-05-23,1957,177,109,0,1
2023-07-17,1957,21,111,0,1
2023-01-23,1957,173,50,0,1
2023-04-15,1957,16,110,0,1
2023-04-17,1957,26,87,1,1
2022-10-04,1957,45,68,1,1
2022-09-03,1958,207,72,1,1
2022-03-24,1958,136,35,0,1
2022-09-30,1958,131,88,0,1
2022-07-03,1958,46,47,0,1
2022-04-30,1958,218,20,0,1
2022-11-01,1958,125,53,0,1
2022-05-27,1958,194,109,0,1
2023-02-02,1958,108,49,0,1
2023-01-21,1958,279,90,0,1
2022-06-29,1958,121,39,0,1
2022-05-24,1958,243,26,0,1
2022-03-21,1958,190,90,0,1
2022-07-09,1958,116,75,1,1
2022-06-17,1958,51,50,0,1
2022-10-13,1958,4,39,0,1
2022-07-10,1958,234,107,0,1
2022-09-27,1958,93,20,0,1
2022-04-11,1958,115,81,0,1
2023-01-13,1958,222,14,0,1
2022-08-04,1958,158,104,0,1
2022-05-07,1958,47,69,0,1
2022-03-15,1958,235,29,0,1
2023-02-13,1958,35,68,0,1
2022-09-09,1958,234,105,0,1
2022-08-02,1958,57,59,0,1
2023-01-10,1958,261,93,0,1
2025-08-19,1959,16,88,0,1
2025-07-11,1959,145,83,1,1
2025-07-21,1959,246,103,1,1
2025-04-01,1959,58,53,0,1
2025-02-02,1959,234,68,0,1
2024-11-22,1959,109,57,1,1
2024-11-28,1959,278,19,0,1
2025-06-06,1959,37,26,0,1
2025-10-04,1959,80,54,0,1
