policy_id,policy_start_date,vehicle_type,policy_type,region,vehicle_age,driver_age,base_premium,discount_pct,final_premium,expected_claim_cost,policy_year,underwriting_margin,premium_per_vehicle_age,discount_applied,discount_bucket,avg_vehicle_premium,premium_deviation_pct,risk_adjusted_discount,pricing_status,effective_price_index
POL11799,3/27/2023,SUV,Third Party,South,14,52,17200,0,17200,10676.24147,2023,6523.758528,1146.666667,0,No Discount,16035.20315,7.263998117,0,Profitable,1.072639981
POL11800,12/3/2024,Hatchback,Comprehensive,South,6,33,12300,5,11685,5968.911117,2024,5716.088883,1669.285714,1,Low,11091.59585,5.350034054,0.714285714,Profitable,1.053500341
POL11801,11/6/2024,Sedan,Comprehensive,West,9,36,15200,10,13680,10312.98197,2024,3367.018031,1368,1,Medium,13138.71795,4.119747858,1,Profitable,1.041197479
POL11802,1/1/2023,Hatchback,Comprehensive,North,5,48,12000,5,11400,6386.999789,2023,5013.000211,1900,1,Low,11091.59585,2.780521028,0.833333333,Profitable,1.02780521
POL11803,2/1/2023,SUV,Comprehensive,East,10,44,18500,0,18500,10233.20259,2023,8266.797405,1681.818182,0,No Discount,16035.20315,15.37116077,0,Profitable,1.153711608
POL11804,8/8/2024,Sedan,Third Party,East,8,30,12400,0,12400,7444.655911,2024,4955.344089,1377.777778,0,No Discount,13138.71795,-5.622450772,0,Profitable,0.943775492
POL11805,4/8/2024,Hatchback,Comprehensive,South,12,51,14100,0,14100,8211.413753,2024,5888.586247,1084.615385,0,No Discount,11091.59585,27.12327601,0,Profitable,1.27123276
POL11806,8/21/2023,Hatchback,Comprehensive,North,11,61,13800,0,13800,5760.643968,2023,8039.356032,1150,0,No Discount,11091.59585,24.41852546,0,Profitable,1.244185255
POL11807,9/5/2024,Sedan,Comprehensive,East,2,34,13100,0,13100,5997.05265,2024,7102.94735,4366.666667,0,No Discount,13138.71795,-0.294685896,0,Profitable,0.997053141
POL11808,9/14/2023,Luxury,Third Party,South,13,37,21900,5,20805,11353.57978,2023,9451.420219,1486.071429,1,Low,20650.76512,0.74687245,0.357142857,Profitable,1.007468725
POL11809,9/28/2024,Hatchback,Third Party,North,13,40,11900,0,11900,8629.426994,2024,3270.573006,850,0,No Discount,11091.59585,7.288438617,0,Profitable,1.072884386
POL11810,12/24/2023,Hatchback,Comprehensive,East,13,64,14400,10,12960,6081.964088,2023,6878.035912,925.7142857,1,Medium,11091.59585,16.84522391,0.714285714,Profitable,1.168452239
POL11811,11/28/2023,SUV,Comprehensive,East,6,49,17300,5,16435,12669.24738,2023,3765.752617,2347.857143,1,Low,16035.20315,2.493244712,0.714285714,Profitable,1.024932447
POL11812,5/5/2024,Luxury,Comprehensive,East,0,27,20500,0,20500,11033.76316,2024,9466.236839,20500,0,No Discount,20650.76512,-0.730070405,0,Profitable,0.992699296
POL11813,2/3/2024,Hatchback,Third Party,West,1,43,8300,0,8300,3973.415008,2024,4326.584992,4150,0,No Discount,11091.59585,-25.16856802,0,Profitable,0.74831432
POL11814,10/18/2024,Sedan,Comprehensive,East,8,33,14900,0,14900,6412.72331,2024,8487.27669,1655.555556,0,No Discount,13138.71795,13.40528093,0,Profitable,1.134052809
POL11815,4/27/2023,Hatchback,Third Party,South,9,48,10700,5,10165,6392.349205,2023,3772.650795,1016.5,1,Low,11091.59585,-8.354035416,0.5,Profitable,0.916459646
POL11816,6/30/2023,Sedan,Third Party,East,10,62,13000,0,13000,5875.84627,2023,7124.15373,1181.818182,0,No Discount,13138.71795,-1.055795164,0,Profitable,0.989442048
POL11817,5/1/2024,Hatchback,Third Party,North,1,41,8300,10,7470,3808.062726,2024,3661.937274,3735,1,Medium,11091.59585,-32.65171122,5,Profitable,0.673482888
POL11818,4/26/2023,Sedan,Comprehensive,South,14,47,16700,10,15030,9569.04829,2023,5460.95171,1002,1,Medium,13138.71795,14.39472298,0.666666667,Profitable,1.14394723
POL11819,9/14/2023,Hatchback,Third Party,East,1,59,8300,0,8300,3699.447069,2023,4600.552931,4150,0,No Discount,11091.59585,-25.16856802,0,Profitable,0.74831432
POL11820,7/15/2023,Hatchback,Comprehensive,North,0,53,10500,0,10500,6333.15568,2023,4166.84432,10500,0,No Discount,11091.59585,-5.333730632,0,Profitable,0.946662694
POL11821,10/19/2024,Hatchback,Third Party,South,8,24,12400,5,11780,5238.803349,2024,6541.196651,1308.888889,1,Low,11091.59585,6.206538396,0.555555556,Profitable,1.062065384
POL11822,6/20/2023,Hatchback,Comprehensive,West,2,37,11100,10,9990,7564.547713,2023,2425.452287,3330,1,Medium,11091.59585,-9.931806572,3.333333333,Profitable,0.900681934
POL11823,5/22/2024,Hatchback,Third Party,East,9,54,10700,0,10700,8503.489423,2024,2196.510577,1070,0,No Discount,11091.59585,-3.530563596,0,Profitable,0.964694364
POL11824,10/11/2024,Hatchback,Third Party,North,9,42,10700,5,10165,5269.869774,2024,4895.130226,1016.5,1,Low,11091.59585,-8.354035416,0.5,Profitable,0.916459646
POL11825,10/3/2023,SUV,Comprehensive,North,7,64,17600,10,15840,10004.14204,2023,5835.85796,1980,1,Medium,16035.20315,-1.217341269,1.25,Profitable,0.987826587
POL11826,11/16/2023,Hatchback,Comprehensive,North,0,56,10500,15,8925,4222.930767,2023,4702.069233,8925,1,High,11091.59585,-19.53367104,15,Profitable,0.80466329
POL11827,7/14/2023,Sedan,Comprehensive,East,9,22,17200,0,17200,9598.125119,2023,7601.874881,1720,0,No Discount,13138.71795,30.91079409,0,Profitable,1.309107941
POL11828,12/16/2023,Hatchback,Comprehensive,North,3,58,11400,0,11400,7870.417634,2023,3529.582366,2850,0,No Discount,11091.59585,2.780521028,0,Profitable,1.02780521
POL11829,10/12/2023,SUV,Comprehensive,South,10,43,18500,15,15725,7509.80599,2023,8215.19401,1429.545455,1,High,16035.20315,-1.93451335,1.363636364,Profitable,0.980654867
POL11830,11/22/2024,Hatchback,Comprehensive,West,8,41,12900,10,11610,7293.206559,2024,4316.793441,1290,1,Medium,11091.59585,4.673846416,1.111111111,Profitable,1.046738464
POL11831,4/22/2023,Sedan,Comprehensive,West,6,41,14300,10,12870,5820.454839,2023,7049.545161,1838.571429,1,Medium,13138.71795,-2.045237212,1.428571429,Profitable,0.979547628
POL11832,3/30/2024,Hatchback,Comprehensive,East,9,50,13200,10,11880,8418.966841,2024,3461.033159,1188,1,Medium,11091.59585,7.108121914,1,Profitable,1.071081219
POL11833,11/9/2024,SUV,Comprehensive,North,0,38,15500,0,15500,6805.759909,2024,8694.240091,15500,0,No Discount,16035.20315,-3.337676116,0,Profitable,0.966623239
POL11834,3/15/2023,Sedan,Comprehensive,East,8,60,14900,5,14155,5835.078096,2023,8319.921904,1572.777778,1,Low,13138.71795,7.735016881,0.555555556,Profitable,1.077350169
POL11835,5/14/2023,Hatchback,Comprehensive,East,14,52,14700,15,12495,9507.92559,2023,2987.07441,833,1,High,11091.59585,12.65286055,1,Profitable,1.126528605
POL11836,8/16/2024,Hatchback,Comprehensive,West,10,26,13500,0,13500,8782.826588,2024,4717.173412,1227.272727,0,No Discount,11091.59585,21.7137749,0,Profitable,1.217137749
POL11837,9/14/2023,Hatchback,Comprehensive,North,0,52,10500,15,8925,5719.096427,2023,3205.903573,8925,1,High,11091.59585,-19.53367104,15,Profitable,0.80466329
POL11838,12/28/2024,Hatchback,Comprehensive,South,9,40,13200,5,12540,7394.387435,2024,5145.612565,1254,1,Low,11091.59585,13.05857313,0.5,Profitable,1.130585731
POL11839,7/23/2024,Sedan,Comprehensive,West,10,21,17500,10,15750,8032.307009,2024,7717.692991,1431.818182,1,Medium,13138.71795,19.87470971,0.909090909,Profitable,1.198747097
POL11840,4/26/2024,SUV,Comprehensive,West,3,33,16400,5,15580,6972.80473,2024,8607.19527,3895,1,Low,16035.20315,-2.838773799,1.25,Profitable,0.971612262
POL11841,6/4/2024,Hatchback,Third Party,West,0,62,8000,0,8000,5358.956774,2024,2641.043226,8000,0,No Discount,11091.59585,-27.87331858,0,Profitable,0.721266814
POL11842,4/7/2024,Sedan,Third Party,North,0,41,10000,0,10000,4268.112316,2024,5731.887684,10000,0,No Discount,13138.71795,-23.8890732,0,Profitable,0.761109268
POL11843,5/30/2024,Sedan,Comprehensive,East,7,63,14600,15,12410,8345.34054,2024,4064.65946,1551.25,1,High,13138.71795,-5.546339845,1.875,Profitable,0.944536602
POL11844,11/14/2024,Sedan,Comprehensive,East,11,42,15800,0,15800,6963.948883,2024,8836.051117,1316.666667,0,No Discount,13138.71795,20.25526434,0,Profitable,1.202552643
POL11845,7/23/2023,SUV,Comprehensive,North,13,38,19400,15,16490,12361.27709,2023,4128.72291,1177.857143,1,High,16035.20315,2.836240055,1.071428571,Profitable,1.028362401
POL11846,2/17/2023,Sedan,Third Party,South,12,58,13600,0,13600,5975.500267,2023,7624.499733,1046.153846,0,No Discount,13138.71795,3.510860444,0,Profitable,1.035108604
POL11847,1/23/2024,Hatchback,Comprehensive,East,0,34,10500,0,10500,6156.659497,2024,4343.340503,10500,0,No Discount,11091.59585,-5.333730632,0,Profitable,0.946662694
POL11848,10/1/2023,SUV,Comprehensive,West,7,27,17600,0,17600,9710.2635,2023,7889.7365,2200,0,No Discount,16035.20315,9.758509701,0,Profitable,1.097585097
POL11849,11/21/2023,SUV,Comprehensive,East,9,46,18200,0,18200,8218.663583,2023,9981.336417,1820,0,No Discount,16035.20315,13.50027708,0,Profitable,1.135002771
POL11850,4/25/2024,Hatchback,Comprehensive,West,6,61,12300,0,12300,6260.43649,2024,6039.56351,1757.142857,0,No Discount,11091.59585,10.89477269,0,Profitable,1.108947727
POL11851,9/7/2024,SUV,Comprehensive,North,10,36,18500,0,18500,13648.30463,2024,4851.695365,1681.818182,0,No Discount,16035.20315,15.37116077,0,Profitable,1.153711608
POL11852,5/29/2024,SUV,Comprehensive,West,12,52,19100,0,19100,7987.349752,2024,11112.65025,1469.230769,0,No Discount,16035.20315,19.11292814,0,Profitable,1.191129281
POL11853,11/21/2023,SUV,Third Party,West,10,41,16000,5,15200,11416.77072,2023,3783.229279,1381.818182,1,Low,16035.20315,-5.208559804,0.454545455,Profitable,0.947914402
POL11854,8/28/2023,Sedan,Comprehensive,North,0,22,14500,10,13050,7166.383126,2023,5883.616874,13050,1,Medium,13138.71795,-0.67524053,10,Profitable,0.993247595
POL11855,6/28/2023,Hatchback,Comprehensive,South,8,25,12900,5,12255,8860.377378,2023,3394.622622,1361.666667,1,Low,11091.59585,10.48906011,0.555555556,Profitable,1.104890601
POL11856,4/20/2024,Hatchback,Third Party,West,10,28,11000,0,11000,6288.030247,2024,4711.969753,1000,0,No Discount,11091.59585,-0.825813043,0,Profitable,0.99174187
POL11857,4/15/2024,Hatchback,Third Party,East,11,24,13300,0,13300,8963.155661,2024,4336.844339,1108.333333,0,No Discount,11091.59585,19.91060787,0,Profitable,1.199106079
POL11858,1/15/2023,Luxury,Third Party,West,6,60,19800,15,16830,13372.01437,2023,3457.98563,2404.285714,1,High,20650.76512,-18.50180902,2.142857143,Profitable,0.81498191
POL11859,1/30/2023,Hatchback,Comprehensive,West,6,23,14300,0,14300,10145.44586,2023,4154.554138,2042.857143,0,No Discount,11091.59585,28.92644304,0,Profitable,1.28926443
POL11860,7/14/2023,Hatchback,Third Party,South,1,25,8300,10,7470,3332.490285,2023,4137.509715,3735,1,Medium,11091.59585,-32.65171122,5,Profitable,0.673482888
POL11861,5/27/2024,Hatchback,Comprehensive,South,8,21,14900,5,14155,6073.527271,2024,8081.472729,1572.777778,1,Low,11091.59585,27.61914694,0.555555556,Profitable,1.276191469
POL11862,4/17/2023,Luxury,Comprehensive,South,7,38,22600,5,21470,15514.75988,2023,5955.240115,2683.75,1,Low,20650.76512,3.967092117,0.625,Profitable,1.039670921
POL11863,7/22/2023,Sedan,Comprehensive,South,14,31,16700,5,15865,7948.968461,2023,7916.031539,1057.666667,1,Low,13138.71795,20.74998536,0.333333333,Profitable,1.207499854
POL11864,6/10/2023,Hatchback,Comprehensive,East,4,47,11700,0,11700,6048.778475,2023,5651.221525,2340,0,No Discount,11091.59585,5.485271582,0,Profitable,1.054852716
POL11865,1/12/2023,SUV,Comprehensive,South,6,54,17300,5,16435,9585.435602,2023,6849.564398,2347.857143,1,Low,16035.20315,2.493244712,0.714285714,Profitable,1.024932447
POL11866,7/25/2023,SUV,Third Party,West,0,23,15000,10,13500,6263.680333,2023,7236.319667,13500,1,Medium,16035.20315,-15.81023404,10,Profitable,0.84189766
POL11867,12/2/2024,SUV,Comprehensive,East,13,31,19400,0,19400,9516.121261,2024,9883.878739,1385.714286,0,No Discount,16035.20315,20.98381183,0,Profitable,1.209838118
POL11868,2/15/2024,Sedan,Comprehensive,North,2,22,15100,0,15100,7185.156761,2024,7914.843239,5033.333333,0,No Discount,13138.71795,14.92749946,0,Profitable,1.149274995
POL11869,1/4/2024,Sedan,Third Party,South,7,58,12100,5,11495,9069.484017,2024,2425.515983,1436.875,1,Low,13138.71795,-12.51048965,0.625,Profitable,0.874895104
POL11870,9/18/2024,Hatchback,Comprehensive,East,11,44,13800,5,13110,7557.893376,2024,5552.106624,1092.5,1,Low,11091.59585,18.19759918,0.416666667,Profitable,1.181975992
POL11871,2/9/2023,Hatchback,Comprehensive,North,6,44,12300,0,12300,6341.458434,2023,5958.541566,1757.142857,0,No Discount,11091.59585,10.89477269,0,Profitable,1.108947727
POL11872,6/10/2023,Sedan,Comprehensive,South,12,29,16100,5,15295,10844.36788,2023,4450.632117,1176.538462,1,Low,13138.71795,16.41166254,0.384615385,Profitable,1.164116625
POL11873,8/22/2023,SUV,Comprehensive,East,4,45,16700,0,16700,12691.67538,2023,4008.324622,3340,0,No Discount,16035.20315,4.145858637,0,Profitable,1.041458586
POL11874,4/18/2024,SUV,Comprehensive,West,1,21,17800,0,17800,10190.47003,2024,7609.529967,8900,0,No Discount,16035.20315,11.00576549,0,Profitable,1.110057655
POL11875,8/13/2024,SUV,Comprehensive,North,2,41,16100,15,13685,10697.04813,2024,2987.951865,4561.666667,1,High,16035.20315,-14.65652243,5,Profitable,0.853434776
POL11876,7/19/2024,SUV,Third Party,East,5,30,14500,5,13775,9929.364702,2024,3845.635298,2295.833333,1,Low,16035.20315,-14.09525732,0.833333333,Profitable,0.859047427
POL11877,5/3/2023,SUV,Third Party,North,13,53,16900,15,14365,7628.086619,2023,6736.913381,1026.071429,1,High,16035.20315,-10.41585274,1.071428571,Profitable,0.895841473
POL11878,4/9/2023,Hatchback,Comprehensive,East,4,44,11700,5,11115,7173.133843,2023,3941.866157,2223,1,Low,11091.59585,0.211008003,1,Profitable,1.00211008
POL11879,8/2/2024,Hatchback,Third Party,North,10,58,11000,0,11000,7756.564103,2024,3243.435897,1000,0,No Discount,11091.59585,-0.825813043,0,Profitable,0.99174187
POL11880,10/28/2023,Hatchback,Comprehensive,North,9,30,13200,5,12540,8901.144443,2023,3638.855557,1254,1,Low,11091.59585,13.05857313,0.5,Profitable,1.130585731
POL11881,2/9/2024,Sedan,Comprehensive,South,0,28,12500,0,12500,6258.322175,2024,6241.677825,12500,0,No Discount,13138.71795,-4.861341504,0,Profitable,0.951386585
POL11882,9/16/2024,Sedan,Comprehensive,East,6,47,14300,0,14300,7573.439906,2024,6726.560094,2042.857143,0,No Discount,13138.71795,8.83862532,0,Profitable,1.088386253
POL11883,7/13/2023,Hatchback,Third Party,South,9,53,10700,15,9095,4534.844474,2023,4560.155526,909.5,1,High,11091.59585,-18.00097906,1.5,Profitable,0.819990209
POL11884,3/2/2023,Sedan,Third Party,South,4,45,11200,0,11200,4947.472828,2023,6252.527172,2240,0,No Discount,13138.71795,-14.75576199,0,Profitable,0.85244238
POL11885,7/21/2024,Hatchback,Comprehensive,North,9,33,13200,0,13200,7349.52842,2024,5850.47158,1320,0,No Discount,11091.59585,19.00902435,0,Profitable,1.190090243
POL11886,7/20/2024,Sedan,Third Party,West,4,42,11200,5,10640,6015.500944,2024,4624.499056,2128,1,Low,13138.71795,-19.01797389,1,Profitable,0.809820261
POL11887,2/18/2023,SUV,Comprehensive,East,0,61,15500,0,15500,9878.280777,2023,5621.719223,15500,0,No Discount,16035.20315,-3.337676116,0,Profitable,0.966623239
POL11888,5/20/2024,Hatchback,Third Party,North,11,24,13300,0,13300,9606.243077,2024,3693.756923,1108.333333,0,No Discount,11091.59585,19.91060787,0,Profitable,1.199106079
POL11889,10/1/2024,Luxury,Comprehensive,West,0,49,20500,5,19475,15388.66428,2024,4086.335722,19475,1,Low,20650.76512,-5.693566885,5,Profitable,0.943064331
POL11890,3/22/2023,Hatchback,Comprehensive,South,14,52,14700,10,13230,9093.099828,2023,4136.900172,882,1,Medium,11091.59585,19.2794994,0.666666667,Profitable,1.192794994
POL11891,1/7/2023,Sedan,Comprehensive,East,7,29,14600,5,13870,6256.716852,2023,7613.283148,1733.75,1,Low,13138.71795,5.565855467,0.625,Profitable,1.055658555
POL11892,5/2/2023,SUV,Third Party,North,5,35,14500,0,14500,6935.867603,2023,7564.132397,2416.666667,0,No Discount,16035.20315,-9.573955076,0,Profitable,0.904260449
POL11893,12/2/2024,Hatchback,Third Party,West,7,60,10100,5,9595,4879.128835,2024,4715.871165,1199.375,1,Low,11091.59585,-13.49306147,0.625,Profitable,0.865069385
POL11894,4/17/2024,Hatchback,Third Party,North,12,31,11600,15,9860,6988.017758,2024,2871.982242,758.4615385,1,High,11091.59585,-11.10386515,1.153846154,Profitable,0.888961349
POL11895,10/21/2023,Sedan,Comprehensive,West,9,27,15200,0,15200,11282.06397,2023,3917.936028,1520,0,No Discount,13138.71795,15.68860873,0,Profitable,1.156886087
POL11896,5/30/2024,SUV,Comprehensive,North,14,59,19700,0,19700,15524.20376,2024,4175.796243,1313.333333,0,No Discount,16035.20315,22.85469552,0,Profitable,1.228546955
POL11897,7/14/2023,SUV,Comprehensive,North,13,52,19400,5,18430,9750.70951,2023,8679.29049,1316.428571,1,Low,16035.20315,14.93462124,0.357142857,Profitable,1.149346212
POL11898,11/24/2024,Sedan,Comprehensive,West,8,32,14900,5,14155,7032.706029,2024,7122.293971,1572.777778,1,Low,13138.71795,7.735016881,0.555555556,Profitable,1.077350169
POL11899,8/15/2023,Hatchback,Comprehensive,West,0,21,12500,0,12500,8956.488729,2023,3543.511271,12500,0,No Discount,11091.59585,12.69793972,0,Profitable,1.126979397
POL11900,3/31/2024,Sedan,Third Party,North,4,51,11200,10,10080,5361.399491,2024,4718.600509,2016,1,Medium,13138.71795,-23.28018579,2,Profitable,0.767198142
POL11901,6/9/2024,SUV,Comprehensive,East,7,43,17600,5,16720,8132.509524,2024,8587.490476,2090,1,Low,16035.20315,4.270584216,0.625,Profitable,1.042705842
POL11902,2/23/2024,Hatchback,Comprehensive,East,11,24,15800,5,15010,10688.1258,2024,4321.874197,1250.833333,1,Low,11091.59585,35.32768602,0.416666667,Profitable,1.35327686
POL11903,6/7/2023,Hatchback,Third Party,East,9,52,10700,5,10165,5108.597091,2023,5056.402909,1016.5,1,Low,11091.59585,-8.354035416,0.5,Profitable,0.916459646
POL11904,8/6/2023,SUV,Comprehensive,East,2,32,16100,0,16100,12520.80046,2023,3579.199536,5366.666667,0,No Discount,16035.20315,0.404091261,0,Profitable,1.004040913
POL11905,2/18/2024,Hatchback,Comprehensive,East,11,54,13800,10,12420,6597.253455,2024,5822.746545,1035,1,Medium,11091.59585,11.97667291,0.833333333,Profitable,1.119766729
POL11906,11/5/2023,Hatchback,Comprehensive,East,5,50,12000,0,12000,7017.597635,2023,4982.402365,2000,0,No Discount,11091.59585,8.190022135,0,Profitable,1.081900221
POL11907,1/24/2024,Sedan,Third Party,North,6,35,11800,10,10620,8351.980328,2024,2268.019672,1517.142857,1,Medium,13138.71795,-19.17019574,1.428571429,Profitable,0.808298043
POL11908,2/9/2024,Hatchback,Comprehensive,West,7,24,14600,0,14600,9217.316556,2024,5382.683444,1825,0,No Discount,11091.59585,31.6311936,0,Profitable,1.316311936
POL11909,12/9/2023,Luxury,Third Party,East,0,38,18000,0,18000,8483.287848,2023,9516.712152,18000,0,No Discount,20650.76512,-12.83615938,0,Profitable,0.871638406
POL11910,4/25/2023,Hatchback,Third Party,East,1,59,8300,0,8300,6551.290103,2023,1748.709897,4150,0,No Discount,11091.59585,-25.16856802,0,Profitable,0.74831432
POL11911,1/24/2023,Hatchback,Third Party,North,14,53,12200,0,12200,8734.947556,2023,3465.052444,813.3333333,0,No Discount,11091.59585,9.993189171,0,Profitable,1.099931892
POL11912,6/18/2023,Hatchback,Comprehensive,East,0,39,10500,0,10500,5574.204744,2023,4925.795256,10500,0,No Discount,11091.59585,-5.333730632,0,Profitable,0.946662694
POL11913,12/11/2024,Sedan,Third Party,South,9,61,12700,5,12065,8606.09809,2024,3458.90191,1206.5,1,Low,13138.71795,-8.17216682,0.5,Profitable,0.918278332
POL11914,11/27/2023,Hatchback,Comprehensive,East,8,28,12900,5,12255,5628.039754,2023,6626.960246,1361.666667,1,Low,11091.59585,10.48906011,0.555555556,Profitable,1.104890601
POL11915,4/15/2023,Sedan,Comprehensive,East,4,25,13700,0,13700,7507.619402,2023,6192.380598,2740,0,No Discount,13138.71795,4.271969712,0,Profitable,1.042719697
POL11916,1/4/2024,Hatchback,Comprehensive,South,13,55,14400,5,13680,8891.541787,2024,4788.458213,977.1428571,1,Low,11091.59585,23.33662523,0.357142857,Profitable,1.233366252
POL11917,5/9/2024,Hatchback,Comprehensive,West,14,26,14700,5,13965,8109.378219,2024,5855.621781,931,1,Low,11091.59585,25.90613826,0.333333333,Profitable,1.259061383
POL11918,8/26/2024,SUV,Comprehensive,West,7,21,19600,5,18620,14454.46081,2024,4165.539191,2327.5,1,Low,16035.20315,16.11951424,0.625,Profitable,1.161195142
POL11919,3/15/2023,SUV,Comprehensive,North,11,60,18800,0,18800,11547.15464,2023,7252.845362,1566.666667,0,No Discount,16035.20315,17.24204445,0,Profitable,1.172420445
POL11920,2/17/2023,SUV,Comprehensive,North,10,56,18500,0,18500,8782.854387,2023,9717.145613,1681.818182,0,No Discount,16035.20315,15.37116077,0,Profitable,1.153711608
POL11921,7/7/2024,Hatchback,Comprehensive,North,3,32,11400,5,10830,5502.054799,2024,5327.945201,2707.5,1,Low,11091.59585,-2.358505023,1.25,Profitable,0.97641495
POL11922,5/6/2023,Luxury,Third Party,East,10,54,21000,5,19950,14212.17572,2023,5737.824282,1813.636364,1,Low,20650.76512,-3.393409979,0.454545455,Profitable,0.9660659
POL11923,9/28/2024,Sedan,Comprehensive,North,8,44,14900,5,14155,9506.708431,2024,4648.291569,1572.777778,1,Low,13138.71795,7.735016881,0.555555556,Profitable,1.077350169
POL11924,1/10/2023,Sedan,Comprehensive,South,13,31,16400,5,15580,7408.342834,2023,8171.657166,1112.857143,1,Low,13138.71795,18.58082395,0.357142857,Profitable,1.185808239
POL11925,6/16/2024,SUV,Comprehensive,East,3,35,16400,0,16400,12984.53616,2024,3415.46384,4100,0,No Discount,16035.20315,2.274974949,0,Profitable,1.022749749
POL11926,12/2/2024,Hatchback,Comprehensive,South,3,43,11400,0,11400,7370.30389,2024,4029.69611,2850,0,No Discount,11091.59585,2.780521028,0,Profitable,1.02780521
POL11927,10/24/2023,Hatchback,Comprehensive,West,4,40,11700,10,10530,7504.614184,2023,3025.385816,2106,1,Medium,11091.59585,-5.063255576,2,Profitable,0.949367444
POL11928,9/11/2024,SUV,Third Party,West,3,53,13900,5,13205,7526.152391,2024,5678.847609,3301.25,1,Low,16035.20315,-17.64993633,1.25,Profitable,0.823500637
POL11929,5/11/2023,Luxury,Comprehensive,East,7,51,22600,10,20340,10543.74317,2023,9796.256831,2542.5,1,Medium,20650.76512,-1.504860099,1.25,Profitable,0.984951399
POL11930,7/17/2023,Sedan,Third Party,East,3,32,10900,5,10355,7064.19202,2023,3290.80798,2588.75,1,Low,13138.71795,-21.1871353,1.25,Profitable,0.788128647
POL11931,11/29/2024,Hatchback,Comprehensive,North,2,24,13100,0,13100,7497.483128,2024,5602.516872,4366.666667,0,No Discount,11091.59585,18.10744083,0,Profitable,1.181074408
POL11932,11/24/2024,Hatchback,Third Party,South,6,42,9800,0,9800,3981.609005,2024,5818.390995,1400,0,No Discount,11091.59585,-11.64481526,0,Profitable,0.883551847
POL11933,10/3/2023,SUV,Third Party,East,1,55,13300,10,11970,7573.565565,2023,4396.434435,5985,1,Medium,16035.20315,-25.35174085,5,Profitable,0.746482592
POL11934,10/3/2024,SUV,Third Party,South,1,40,13300,15,11305,7486.595848,2024,3818.404152,5652.5,1,High,16035.20315,-29.49886635,7.5,Profitable,0.705011336
POL11935,7/18/2024,SUV,Comprehensive,East,10,59,18500,0,18500,12340.12176,2024,6159.878239,1681.818182,0,No Discount,16035.20315,15.37116077,0,Profitable,1.153711608
POL11936,9/15/2023,Sedan,Comprehensive,East,10,58,15500,0,15500,11556.53357,2023,3943.466426,1409.090909,0,No Discount,13138.71795,17.97193654,0,Profitable,1.179719365
POL11937,10/7/2023,Sedan,Third Party,East,4,59,11200,15,9520,6789.503173,2023,2730.496827,1904,1,High,13138.71795,-27.54239769,3,Profitable,0.724576023
POL11938,12/2/2023,Luxury,Comprehensive,West,0,34,20500,5,19475,10937.3166,2023,8537.683399,19475,1,Low,20650.76512,-5.693566885,5,Profitable,0.943064331
POL11939,11/14/2024,Hatchback,Third Party,East,13,61,11900,0,11900,7869.572653,2024,4030.427347,850,0,No Discount,11091.59585,7.288438617,0,Profitable,1.072884386
POL11940,11/26/2023,Sedan,Comprehensive,West,4,60,13700,10,12330,6190.800362,2023,6139.199638,2466,1,Medium,13138.71795,-6.155227259,2,Profitable,0.938447727
POL11941,8/18/2024,SUV,Comprehensive,South,5,52,17000,0,17000,9622.982626,2024,7377.017374,2833.333333,0,No Discount,16035.20315,6.016742325,0,Profitable,1.060167423
POL11942,9/26/2023,Sedan,Comprehensive,West,14,40,16700,10,15030,8523.225486,2023,6506.774514,1002,1,Medium,13138.71795,14.39472298,0.666666667,Profitable,1.14394723
POL11943,2/9/2024,Hatchback,Comprehensive,East,9,62,13200,5,12540,8213.152505,2024,4326.847495,1254,1,Low,11091.59585,13.05857313,0.5,Profitable,1.130585731
POL11944,6/6/2024,Hatchback,Comprehensive,South,12,43,14100,5,13395,10191.95609,2024,3203.043914,1030.384615,1,Low,11091.59585,20.76711221,0.384615385,Profitable,1.207671122
POL11945,10/29/2024,SUV,Comprehensive,South,4,35,16700,0,16700,11085.66253,2024,5614.337469,3340,0,No Discount,16035.20315,4.145858637,0,Profitable,1.041458586
POL11946,3/18/2024,SUV,Third Party,East,14,49,17200,0,17200,7120.15231,2024,10079.84769,1146.666667,0,No Discount,16035.20315,7.263998117,0,Profitable,1.072639981
POL11947,6/4/2023,Sedan,Third Party,East,4,29,11200,0,11200,8251.973876,2023,2948.026124,2240,0,No Discount,13138.71795,-14.75576199,0,Profitable,0.85244238
POL11948,7/1/2023,Hatchback,Third Party,West,13,23,13900,15,11815,8113.772639,2023,3701.227361,843.9285714,1,High,11091.59585,6.522092627,1.071428571,Profitable,1.065220926
POL11949,8/6/2024,Sedan,Third Party,East,9,38,12700,0,12700,5239.802552,2024,7460.197448,1270,0,No Discount,13138.71795,-3.339122968,0,Profitable,0.96660877
POL11950,4/22/2023,Sedan,Comprehensive,West,11,53,15800,0,15800,9327.640668,2023,6472.359332,1316.666667,0,No Discount,13138.71795,20.25526434,0,Profitable,1.202552643
POL11951,4/30/2024,Sedan,Third Party,North,7,37,12100,5,11495,8900.812888,2024,2594.187112,1436.875,1,Low,13138.71795,-12.51048965,0.625,Profitable,0.874895104
POL11952,3/11/2024,Hatchback,Third Party,South,7,42,10100,0,10100,7713.81572,2024,2386.18428,1262.5,0,No Discount,11091.59585,-8.940064703,0,Profitable,0.910599353
